Dist Code,Year,State Code,State Name,Dist Name,Annual_Evapotranspiration (mm),Annual_Precipitation (mm),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
128,2009,3,Gujarat,Dangs,746.47,1648.78,77,77,1.36,1.26,23,23,0.41,0.38,0,0,0,0,100,1.77,1.63
128,2010,3,Gujarat,Dangs,801.05,2382.53,217,42.7,0,0,212,41.7,0,0,79,15.6,0,0,508,0,0
128,2011,3,Gujarat,Dangs,722.75,2086.03,196,67.4,0,0,59,20.3,0,0,36,12.4,0,0,291,0,0
128,2012,3,Gujarat,Dangs,619.41,1396.38,233,67.1,-1,-1,90,25.9,-1,-1,24,6.9,-1,-1,347,-1,-1
128,2013,3,Gujarat,Dangs,742.67,2046.22,409,69.6,-1,-1,144,24.5,-1,-1,35,6,-1,-1,588,-1,-1
128,2014,3,Gujarat,Dangs,615.23,1805.87,561,48.8,10.71,8.5,293,25.5,5.59,4.44,295,25.7,5.63,4.47,1149,21.93,17.41
128,2015,3,Gujarat,Dangs,768.05,1424.38,433,91.4,8.26,6.56,41,8.6,0.78,0.62,0,0,0,0,474,9.05,7.18
129,1990,3,Gujarat,Jamnagar,438.87,488.7,13042,47.9,22.23,19.15,12391,45.6,21.12,18.19,1767,6.5,3.01,2.59,27200,46.35,39.94
129,1991,3,Gujarat,Jamnagar,280.96,278.41,9431,45,16.96,16.18,9715,46.3,17.47,16.66,1818,8.7,3.27,3.12,20964,37.71,35.96
129,1992,3,Gujarat,Jamnagar,571.21,895.16,13186,46.3,23.52,20.52,8289,29.1,14.78,12.9,7035,24.7,12.55,10.95,28510,50.85,44.37
129,1993,3,Gujarat,Jamnagar,373.51,375.08,9712,61.1,16.11,15.58,5718,36,9.48,9.18,469,2.9,0.78,0.75,15899,26.37,25.51
129,1994,3,Gujarat,Jamnagar,596.3,788.46,17920,59.7,29.34,24.98,11168,37.2,18.29,15.57,933,3.1,1.53,1.3,30021,49.16,41.84
129,1995,3,Gujarat,Jamnagar,345.93,351.37,14005,57.8,23.12,21.75,9723,40.1,16.05,15.1,504,2.1,0.83,0.78,24232,40,37.63
129,1996,3,Gujarat,Jamnagar,500.71,593.28,15354,61.7,25.31,23.6,9120,36.6,15.03,14.02,429,1.7,0.71,0.66,24903,41.05,38.27
129,1997,3,Gujarat,Jamnagar,641.23,731.41,26881,54.8,45.52,42.1,21298,43.4,36.07,33.36,847,1.7,1.43,1.33,49026,83.02,76.78
129,1998,3,Gujarat,Jamnagar,654.55,962.28,24325,52.3,41.55,36.56,21472,46.2,36.67,32.27,673,1.4,1.15,1.01,46470,79.37,69.85
129,1999,3,Gujarat,Jamnagar,367.01,351.29,13329,46.1,23.18,22.47,14890,51.5,25.9,25.11,705,2.4,1.23,1.19,28924,50.3,48.77
129,2000,3,Gujarat,Jamnagar,447.2,637.17,12935,51,22.29,21.78,11931,47,20.56,20.09,515,2,0.89,0.87,25381,43.75,42.73
129,2001,3,Gujarat,Jamnagar,535.76,564,19959,51.4,33.28,31.9,17954,46.2,29.94,28.69,925,2.4,1.54,1.48,38838,64.76,62.07
129,2002,3,Gujarat,Jamnagar,260.14,261.19,9573,51.6,15.87,15.35,8255,44.5,13.68,13.24,738,4,1.22,1.18,18566,30.77,29.77
129,2003,3,Gujarat,Jamnagar,495.67,827.78,28861,56.1,47.38,41.77,20938,40.7,34.38,30.31,1676,3.3,2.75,2.43,51475,84.51,74.5
129,2004,3,Gujarat,Jamnagar,546.38,626.51,28588,56,46.34,42.45,20368,39.9,33.02,30.24,2130,4.2,3.45,3.16,51086,82.81,75.85
129,2005,3,Gujarat,Jamnagar,615.23,725.15,37328,59.5,59.75,52.63,22146,35.3,35.45,31.23,3256,5.2,5.21,4.59,62730,100.41,88.45
129,2006,3,Gujarat,Jamnagar,622.82,966.17,46712,60,75.31,65.97,26484,34,42.7,37.41,4615,5.9,7.44,6.52,77811,125.46,109.9
129,2007,3,Gujarat,Jamnagar,678.92,789.92,50990,57.8,82.72,67.55,31919,36.2,51.78,42.29,5278,6,8.56,6.99,88187,143.07,116.83
129,2008,3,Gujarat,Jamnagar,655.07,890.12,42388,54.6,67.73,58.33,29474,38,47.1,40.56,5702,7.4,9.11,7.85,77564,123.94,106.73
129,2009,3,Gujarat,Jamnagar,605.78,1038.44,52082,55.6,82.51,69.57,36535,39,57.88,48.8,5049,5.4,8,6.74,93666,148.39,125.12
129,2010,3,Gujarat,Jamnagar,649.1,1554.73,61740,57.9,98.47,81.19,37090,34.8,59.15,48.78,7886,7.4,12.58,10.37,106716,170.2,140.34
129,2011,3,Gujarat,Jamnagar,626.91,700.03,51757,60.8,82.45,69.57,28799,33.8,45.88,38.71,4531,5.3,7.22,6.09,85087,135.55,114.36
129,2012,3,Gujarat,Jamnagar,336.79,344.34,27715,64.3,-1,-1,13657,31.7,-1,-1,1745,4,-1,-1,43117,-1,-1
129,2013,3,Gujarat,Jamnagar,588.87,630.83,44983,63.2,-1,-1,23148,32.5,-1,-1,2997,4.2,-1,-1,71128,-1,-1
129,2014,3,Gujarat,Jamnagar,587.47,835.6,41366,61.1,107.11,104.8,22496,33.2,58.25,57,3843,5.7,9.95,9.74,67705,175.31,171.54
129,2015,3,Gujarat,Jamnagar,547.35,554.71,34162,65.8,89.48,86.95,15474,29.8,40.53,39.38,2317,4.5,6.07,5.9,51953,136.07,132.23
130,1990,3,Gujarat,Junagadh,500.62,682.36,27526,50.5,48.04,42.11,23206,42.6,40.5,35.5,3734,6.9,6.52,5.71,54466,95.05,83.32
130,1991,3,Gujarat,Junagadh,401.16,453.13,24240,48.8,42.3,38.28,20988,42.3,36.63,33.15,4414,8.9,7.7,6.97,49642,86.64,78.4
130,1992,3,Gujarat,Junagadh,603.82,1124.04,27802,58,48.18,41.74,17209,35.9,29.82,25.84,2885,6,5,4.33,47896,83.01,71.91
130,1993,3,Gujarat,Junagadh,499.5,543.05,24007,59.7,42.1,37.78,13979,34.7,24.51,22,2246,5.6,3.94,3.53,40232,70.55,63.32
130,1994,3,Gujarat,Junagadh,592.39,858.49,33820,60.4,59.59,50.92,19072,34.1,33.61,28.71,3091,5.5,5.45,4.65,55983,98.65,84.29
130,1995,3,Gujarat,Junagadh,422.97,504.77,27584,60.4,46.74,41.3,15342,33.6,26,22.97,2752,6,4.66,4.12,45678,77.41,68.39
130,1996,3,Gujarat,Junagadh,591.4,1005.32,29873,64.7,50.18,44.75,14992,32.5,25.18,22.46,1277,2.8,2.15,1.91,46142,77.51,69.13
130,1997,3,Gujarat,Junagadh,695.95,938.04,35316,55.5,58.9,54.2,26025,40.9,43.4,39.94,2302,3.6,3.84,3.53,63643,106.14,97.67
130,1998,3,Gujarat,Junagadh,736.28,1351.08,41396,57,70.5,61.67,29378,40.4,50.03,43.77,1879,2.6,3.2,2.8,72653,123.73,108.24
130,1999,3,Gujarat,Junagadh,496.37,490.78,22472,53.9,37.94,34.72,17412,41.8,29.4,26.9,1809,4.3,3.05,2.79,41693,70.39,64.41
130,2000,3,Gujarat,Junagadh,483.14,777.55,14849,58.3,29.11,27.32,9594,37.6,18.81,17.65,1044,4.1,2.05,1.92,25487,49.96,46.89
130,2001,3,Gujarat,Junagadh,613.38,714.31,24879,56.6,47.5,41.31,17204,39.1,32.84,28.57,1871,4.3,3.57,3.11,43954,83.91,72.99
130,2002,3,Gujarat,Junagadh,398.07,415.91,16965,53.4,32.12,29.35,13269,41.7,25.13,22.95,1564,4.9,2.96,2.71,31798,60.21,55
130,2003,3,Gujarat,Junagadh,552.29,1019.39,37541,58.4,70.28,54.88,24202,37.6,45.31,35.38,2591,4,4.85,3.79,64334,120.43,94.04
130,2004,3,Gujarat,Junagadh,660,1036.79,44297,56.6,82.38,63.22,29548,37.7,54.95,42.17,4440,5.7,8.26,6.34,78285,145.59,111.72
130,2005,3,Gujarat,Junagadh,624.33,781.43,45863,56.8,85,62.44,29987,37.1,55.58,40.82,4919,6.1,9.12,6.7,80769,149.7,109.95
130,2006,3,Gujarat,Junagadh,663.37,1090.39,51844,57.7,96.72,65.74,32259,35.9,60.18,40.91,5677,6.3,10.59,7.2,89780,167.5,113.84
130,2007,3,Gujarat,Junagadh,690.34,954.13,57869,57.3,106.32,72.67,36445,36.1,66.96,45.77,6600,6.5,12.13,8.29,100914,185.4,126.73
130,2008,3,Gujarat,Junagadh,650.39,1245.94,59658,55.8,113.63,69.77,39132,36.6,74.54,45.76,8081,7.6,15.39,9.45,106871,203.56,124.98
130,2009,3,Gujarat,Junagadh,617.88,1243.42,57071,54,104.54,75.31,39525,37.4,72.4,52.16,9022,8.5,16.53,11.91,105618,193.47,139.37
130,2010,3,Gujarat,Junagadh,648.02,1965.85,72051,58.8,129.99,87.66,42401,34.6,76.49,51.59,8009,6.5,14.45,9.74,122461,220.93,149
130,2011,3,Gujarat,Junagadh,714.86,1055.24,63525,61.8,116.32,76.67,33869,33,62.02,40.87,5379,5.2,9.85,6.49,102773,188.19,124.03
130,2012,3,Gujarat,Junagadh,416.31,427.2,30612,64.6,-1,-1,14771,31.2,-1,-1,2004,4.2,-1,-1,47387,-1,-1
130,2013,3,Gujarat,Junagadh,713.86,892.01,55630,66.6,-1,-1,24032,28.8,-1,-1,3894,4.7,-1,-1,83556,-1,-1
130,2014,3,Gujarat,Junagadh,640.17,1116.93,59912,64.3,158.41,109.31,28142,30.2,74.41,51.34,5146,5.5,13.61,9.39,93200,246.43,170.04
130,2015,3,Gujarat,Junagadh,617.44,664.1,43805,63.2,123.43,90.41,21690,31.3,61.12,44.77,3774,5.4,10.63,7.79,69269,195.18,142.97
131,1990,3,Gujarat,Kheda,686.77,1024.36,58167,76.1,112.44,95.58,10693,14,20.67,17.57,7601,9.9,14.69,12.49,76461,147.81,125.63
131,1991,3,Gujarat,Kheda,603.14,583.74,64800,81.5,126.34,103.73,10514,13.2,20.5,16.83,4207,5.3,8.2,6.73,79521,155.04,127.29
131,1992,3,Gujarat,Kheda,643.91,752.52,70136,85.2,135.01,110.89,9018,11,17.36,14.26,3120,3.8,6.01,4.93,82274,158.37,130.08
131,1993,3,Gujarat,Kheda,687.65,821.93,70144,85.7,136.47,109.38,7347,9,14.29,11.46,4328,5.3,8.42,6.75,81819,159.18,127.58
131,1994,3,Gujarat,Kheda,757.27,1416.67,70859,85.8,137.75,109.05,7966,9.6,15.49,12.26,3769,4.6,7.33,5.8,82594,160.56,127.11
131,1995,3,Gujarat,Kheda,611.03,570.93,78181,90.1,152.01,119.49,5016,5.8,9.75,7.67,3614,4.2,7.03,5.52,86811,168.79,132.68
131,1996,3,Gujarat,Kheda,696.99,920.66,82191,89.7,159.04,125.39,6474,7.1,12.53,9.88,2989,3.3,5.78,4.56,91654,177.35,139.82
131,1997,3,Gujarat,Kheda,787.67,778.93,86054,85.5,165.04,163.01,9916,9.8,19.02,18.78,4726,4.7,9.06,8.95,100696,193.13,190.75
131,1998,3,Gujarat,Kheda,754.39,1095.92,83533,84.3,164.79,131.53,10422,10.5,20.56,16.41,5079,5.1,10.02,8,99034,195.37,155.93
131,1999,3,Gujarat,Kheda,712.41,653.81,53948,83.8,103.99,81.88,8505,13.2,16.39,12.91,1894,2.9,3.65,2.87,64347,124.03,97.66
131,2000,3,Gujarat,Kheda,589.66,712.1,39264,84.1,130.71,111.67,5841,12.5,19.44,16.61,1602,3.4,5.33,4.56,46707,155.48,132.84
131,2001,3,Gujarat,Kheda,681.62,688.82,39426,85.2,127.67,109.85,5140,11.1,16.65,14.32,1709,3.7,5.53,4.76,46275,149.85,128.94
131,2002,3,Gujarat,Kheda,448.64,432.84,39375,82.2,131.25,109.62,6819,14.2,22.73,18.98,1720,3.6,5.73,4.79,47914,159.71,133.39
131,2003,3,Gujarat,Kheda,591.63,929.15,47526,83.6,153.11,117.84,7657,13.5,24.67,18.99,1653,2.9,5.33,4.1,56836,183.11,140.93
131,2004,3,Gujarat,Kheda,672.43,798.01,51178,81.5,163.56,118.3,9013,14.4,28.8,20.83,2599,4.1,8.31,6.01,62790,200.67,145.15
131,2005,3,Gujarat,Kheda,791.79,1372.9,53210,80.7,169.86,130.75,9858,15,31.47,24.22,2837,4.3,9.06,6.97,65905,210.38,161.94
131,2006,3,Gujarat,Kheda,794.54,1155.93,47220,78.9,155.73,116.59,10055,16.8,33.16,24.83,2582,4.3,8.52,6.38,59857,197.41,147.8
131,2007,3,Gujarat,Kheda,738.53,1092.53,50294,77.8,160.68,118.2,10433,16.1,33.33,24.52,3953,6.1,12.63,9.29,64680,206.65,152.01
131,2008,3,Gujarat,Kheda,702.73,767.68,56395,73.8,190.4,139.63,12306,16.1,41.55,30.47,7703,10.1,26.01,19.07,76404,257.95,189.17
131,2009,3,Gujarat,Kheda,628.92,621.62,68114,77,212.92,153.79,14122,16,44.15,31.89,6256,7.1,19.56,14.13,88492,276.62,199.8
131,2010,3,Gujarat,Kheda,681.91,1242.14,64430,77,206.71,141.92,14408,17.2,46.22,31.74,4787,5.7,15.36,10.54,83625,268.29,184.2
131,2011,3,Gujarat,Kheda,698.14,845.93,60291,81.2,195.37,132.39,9624,13,31.19,21.13,4345,5.9,14.08,9.54,74260,240.64,163.07
131,2012,3,Gujarat,Kheda,661.98,760.66,61221,87.2,-1,-1,5688,8.1,-1,-1,3284,4.7,-1,-1,70193,-1,-1
131,2013,3,Gujarat,Kheda,800.76,1191.18,65284,87.8,-1,-1,6887,9.3,-1,-1,2187,2.9,-1,-1,74358,-1,-1
131,2014,3,Gujarat,Kheda,705.31,1087,62288,83.4,247.67,171.55,9048,12.1,35.98,24.92,3341,4.5,13.28,9.2,74677,296.93,205.67
131,2015,3,Gujarat,Kheda,754.3,732.6,69363,84.6,243.21,159.02,8872,10.8,31.11,20.34,3731,4.6,13.08,8.55,81966,287.4,187.91
132,1990,3,Gujarat,Kutch,374.25,426.12,9216,67.7,16.58,15.27,3990,29.3,7.18,6.61,415,3,0.75,0.69,13621,24.51,22.57
132,1991,3,Gujarat,Kutch,134.48,128.64,10701,64.9,21.15,19.47,5218,31.6,10.31,9.49,575,3.5,1.14,1.05,16494,32.6,30.01
132,1992,3,Gujarat,Kutch,445.43,613.84,11841,73,18.02,16.63,3998,24.7,6.09,5.61,375,2.3,0.57,0.53,16214,24.68,22.77
132,1993,3,Gujarat,Kutch,252.97,259.36,11097,76.5,24.04,22.64,3142,21.7,6.81,6.41,265,1.8,0.57,0.54,14504,31.41,29.59
132,1994,3,Gujarat,Kutch,520.38,720.58,15638,78.1,23.36,22.28,4083,20.4,6.1,5.82,294,1.5,0.44,0.42,20015,29.9,28.52
132,1995,3,Gujarat,Kutch,250.38,257.3,13581,78.2,21.5,20.51,3561,20.5,5.64,5.38,234,1.3,0.37,0.35,17376,27.5,26.24
132,1996,3,Gujarat,Kutch,289.07,300.1,17133,75.3,30.54,28.98,5324,23.4,9.49,9.01,293,1.3,0.52,0.5,22750,40.55,38.49
132,1997,3,Gujarat,Kutch,406.19,445.34,22121,79.2,31.84,29.59,5302,19,7.63,7.09,507,1.8,0.73,0.68,27930,40.2,37.36
132,1998,3,Gujarat,Kutch,408.28,472.87,22811,75.2,33.4,31.56,7042,23.2,10.31,9.74,468,1.5,0.69,0.65,30321,44.4,41.95
132,1999,3,Gujarat,Kutch,179.11,178.62,23987,74.9,48.82,47.85,7613,23.8,15.5,15.19,426,1.3,0.87,0.85,32026,65.19,63.89
132,2000,3,Gujarat,Kutch,290.95,338.62,20146,72.9,32.49,30.76,7135,25.8,11.51,10.89,344,1.2,0.55,0.53,27625,44.55,42.18
132,2001,3,Gujarat,Kutch,312.66,330.72,21993,71.3,32.88,31.38,8533,27.7,12.76,12.18,319,1,0.48,0.46,30845,46.11,44.01
132,2002,3,Gujarat,Kutch,115.52,113.42,21434,73.5,47.5,45.51,7386,25.3,16.37,15.68,351,1.2,0.78,0.75,29171,64.65,61.93
132,2003,3,Gujarat,Kutch,385.04,571,26451,73.6,38.9,36.35,8947,24.9,13.16,12.29,563,1.6,0.83,0.77,35961,52.89,49.42
132,2004,3,Gujarat,Kutch,273.34,279.37,24530,70.9,40.04,37.85,8885,25.7,14.5,13.71,1199,3.5,1.96,1.85,34614,56.49,53.42
132,2005,3,Gujarat,Kutch,409.21,456.39,22579,69.5,38.88,37.11,8744,26.9,15.06,14.37,1152,3.5,1.98,1.89,32475,55.92,53.38
132,2006,3,Gujarat,Kutch,526.88,728.66,29230,72.2,46.3,41.63,10146,25.1,16.07,14.45,1105,2.7,1.75,1.57,40481,64.12,57.66
132,2007,3,Gujarat,Kutch,494.84,534.09,33677,71,52.51,47.85,12154,25.6,18.95,17.27,1591,3.4,2.48,2.26,47422,73.95,67.38
132,2008,3,Gujarat,Kutch,429.79,464.07,32796,69.3,50.78,47.13,12719,26.9,19.69,18.28,1786,3.8,2.77,2.57,47301,73.23,67.98
132,2009,3,Gujarat,Kutch,399.56,595.22,39899,69.9,59.87,53.66,14947,26.2,22.43,20.1,2226,3.9,3.34,2.99,57072,85.64,76.76
132,2010,3,Gujarat,Kutch,544.69,907.89,45547,70.4,69.25,65.89,17499,27,26.61,25.31,1669,2.6,2.54,2.41,64715,98.4,93.61
132,2011,3,Gujarat,Kutch,392.37,413.59,44168,76.5,62.91,59.83,13025,22.5,18.55,17.64,580,1,0.83,0.79,57773,82.29,78.26
132,2012,3,Gujarat,Kutch,288.83,350.99,38486,80.2,-1,-1,8840,18.4,-1,-1,639,1.3,-1,-1,47965,-1,-1
132,2013,3,Gujarat,Kutch,394.59,408.05,42530,77.8,-1,-1,11279,20.6,-1,-1,833,1.5,-1,-1,54642,-1,-1
132,2014,3,Gujarat,Kutch,381.81,461.17,42503,77,66.28,60.24,11425,20.7,17.82,16.19,1277,2.3,1.99,1.81,55205,86.08,78.24
132,2015,3,Gujarat,Kutch,329.42,338.67,46038,76.1,64.22,58.64,13437,22.2,18.74,17.12,1010,1.7,1.41,1.29,60485,84.37,77.04
133,1990,3,Gujarat,Mehsana,634.67,833.51,34161,69,51.22,39.51,13936,28.1,20.89,16.12,1414,2.9,2.12,1.64,49511,74.23,57.26
133,1991,3,Gujarat,Mehsana,485.77,450.16,41488,73.3,61.74,47.54,13369,23.6,19.89,15.32,1713,3,2.55,1.96,56570,84.18,64.82
133,1992,3,Gujarat,Mehsana,590.94,665.48,41984,78.1,59.02,45.26,10502,19.5,14.76,11.32,1271,2.4,1.79,1.37,53757,75.57,57.95
133,1993,3,Gujarat,Mehsana,585.24,648.14,40833,79.3,58.06,43.77,9550,18.6,13.58,10.24,1092,2.1,1.55,1.17,51475,73.19,55.17
133,1994,3,Gujarat,Mehsana,679.44,1175.27,41315,79.7,58.12,44.11,9018,17.4,12.69,9.63,1530,3,2.15,1.63,51863,72.95,55.37
133,1995,3,Gujarat,Mehsana,486.58,465.01,44130,81.1,62.16,47.79,9496,17.5,13.38,10.28,757,1.4,1.07,0.82,54383,76.61,58.89
133,1996,3,Gujarat,Mehsana,663.94,742.85,47493,75.4,67.08,51.33,14235,22.6,20.11,15.39,1242,2,1.75,1.34,62970,88.94,68.06
133,1997,3,Gujarat,Mehsana,659.14,663.99,55936,79.9,79.04,76.05,12832,18.3,18.13,17.45,1254,1.8,1.77,1.7,70022,98.94,95.2
133,1998,3,Gujarat,Mehsana,699.06,870.85,51384,76.9,72.47,56.85,14118,21.1,19.91,15.62,1304,2,1.84,1.44,66806,94.23,73.91
133,1999,3,Gujarat,Mehsana,545.13,496.1,32702,72,47.33,37.97,11613,25.6,16.81,13.48,1080,2.4,1.56,1.25,45395,65.7,52.71
133,2000,3,Gujarat,Mehsana,478.34,560.83,24995,73.5,72.05,54.69,7969,23.4,22.97,17.44,1024,3,2.95,2.24,33988,97.98,74.37
133,2001,3,Gujarat,Mehsana,563.44,580.47,27070,75.5,78.15,59.22,7627,21.3,22.02,16.69,1173,3.3,3.39,2.57,35870,103.55,78.47
133,2002,3,Gujarat,Mehsana,306.55,295.48,22446,72.1,64.57,49.79,7697,24.7,22.14,17.07,982,3.2,2.83,2.18,31125,89.54,69.04
133,2003,3,Gujarat,Mehsana,541.62,732.1,28643,76.1,81.98,64.09,8137,21.6,23.29,18.21,856,2.3,2.45,1.92,37636,107.72,84.22
133,2004,3,Gujarat,Mehsana,567.61,587.34,28802,74.3,82.93,65.98,9195,23.7,26.48,21.07,752,1.9,2.17,1.72,38749,111.57,88.77
133,2005,3,Gujarat,Mehsana,715.64,1055.35,33133,74.1,93.77,73.85,10522,23.5,29.78,23.45,1050,2.3,2.97,2.34,44705,126.51,99.64
133,2006,3,Gujarat,Mehsana,746.99,955.01,35620,74.9,101.36,79.03,10170,21.4,28.94,22.56,1749,3.7,4.98,3.88,47539,135.27,105.48
133,2007,3,Gujarat,Mehsana,690.85,842.89,39937,73.8,111.52,85.26,12225,22.6,34.14,26.1,1978,3.7,5.52,4.22,54140,151.19,115.58
133,2008,3,Gujarat,Mehsana,632.82,625.23,41500,69.6,125.45,90.1,15278,25.6,46.19,33.17,2849,4.8,8.61,6.19,59627,180.25,129.46
133,2009,3,Gujarat,Mehsana,489.81,505.7,44174,68.8,125.39,89.88,15217,23.7,43.19,30.96,4802,7.5,13.63,9.77,64193,182.21,130.61
133,2010,3,Gujarat,Mehsana,635.09,1039.29,48077,72.2,133.99,97.4,15143,22.7,42.2,30.68,3357,5,9.36,6.8,66577,185.55,134.88
133,2011,3,Gujarat,Mehsana,625.12,666.19,46577,75.4,129.52,92.75,12753,20.6,35.46,25.39,2457,4,6.83,4.89,61787,171.82,123.03
133,2012,3,Gujarat,Mehsana,557.52,603.06,41983,83,-1,-1,7341,14.5,-1,-1,1231,2.4,-1,-1,50555,-1,-1
133,2013,3,Gujarat,Mehsana,725.86,949.65,40596,82.4,-1,-1,7184,14.6,-1,-1,1466,3,-1,-1,49246,-1,-1
133,2014,3,Gujarat,Mehsana,641.69,867.38,47933,80.9,138.78,91.28,8818,14.9,25.53,16.79,2469,4.2,7.15,4.7,59220,171.45,112.78
133,2015,3,Gujarat,Mehsana,632.51,601.96,43987,79.6,126.29,82.2,9096,16.5,26.12,17,2206,4,6.33,4.12,55289,158.74,103.32
134,1990,3,Gujarat,Panchmahal,696.31,1196.03,15702,67.6,33.14,27.84,7296,31.4,15.4,12.94,241,1,0.51,0.43,23239,49.05,41.2
134,1991,3,Gujarat,Panchmahal,621.21,704.59,17952,70.2,37.71,31.18,7320,28.6,15.37,12.71,306,1.2,0.64,0.53,25578,53.72,44.43
134,1992,3,Gujarat,Panchmahal,649.64,848.64,19199,73.6,40.32,33.32,6681,25.6,14.03,11.59,204,0.8,0.43,0.35,26084,54.78,45.27
134,1993,3,Gujarat,Panchmahal,699.04,1014.52,20299,76.6,43,34.99,5915,22.3,12.53,10.19,282,1.1,0.6,0.49,26496,56.12,45.67
134,1994,3,Gujarat,Panchmahal,766.1,1563.57,22988,77.8,48.56,39.08,6365,21.5,13.45,10.82,207,0.7,0.44,0.35,29560,62.44,50.25
134,1995,3,Gujarat,Panchmahal,703.99,793.9,25025,85.6,52.65,44.55,4005,13.7,8.43,7.13,205,0.7,0.43,0.36,29235,61.51,52.05
134,1996,3,Gujarat,Panchmahal,726.32,1128.82,30787,86.6,64.8,52.21,4360,12.3,9.18,7.39,384,1.1,0.81,0.65,35531,74.79,60.25
134,1997,3,Gujarat,Panchmahal,792.18,881.92,35778,82.5,75.99,68.24,7362,17,15.64,14.04,226,0.5,0.48,0.43,43366,92.11,82.71
134,1998,3,Gujarat,Panchmahal,748.16,1206.82,30539,78.1,64.55,49.63,8177,20.9,17.28,13.29,400,1,0.85,0.65,39116,82.68,63.57
134,1999,3,Gujarat,Panchmahal,796.21,817.43,16384,76.3,36.83,31.02,4800,22.4,10.79,9.09,282,1.3,0.63,0.53,21466,48.26,40.64
134,2000,3,Gujarat,Panchmahal,651.6,795.76,11560,78,45.05,42.8,3012,20.3,11.74,11.15,245,1.7,0.95,0.91,14817,57.74,54.86
134,2001,3,Gujarat,Panchmahal,706.76,778.88,14784,80.9,54.55,51.95,3185,17.4,11.75,11.19,304,1.7,1.12,1.07,18273,67.43,64.21
134,2002,3,Gujarat,Panchmahal,567,557.72,16680,82.2,61.14,56.35,3447,17,12.64,11.65,176,0.9,0.65,0.59,20303,74.42,68.59
134,2003,3,Gujarat,Panchmahal,651.99,1089.89,24141,80.8,87.47,81.06,5508,18.4,19.96,18.5,235,0.8,0.85,0.79,29884,108.28,100.35
134,2004,3,Gujarat,Panchmahal,679.95,937.47,28775,76.1,102.4,93.09,8546,22.6,30.41,27.65,501,1.3,1.78,1.62,37822,134.6,122.36
134,2005,3,Gujarat,Panchmahal,767.36,1484.64,29236,75.1,104.57,96.46,8976,23,32.11,29.61,732,1.9,2.62,2.42,38944,139.29,128.49
134,2006,3,Gujarat,Panchmahal,769.54,1323.17,27479,75.8,98.29,90.66,8120,22.4,29.04,26.79,662,1.8,2.37,2.18,36261,129.7,119.63
134,2007,3,Gujarat,Panchmahal,712.27,1223.52,37166,77.7,132.4,117.58,9603,20.1,34.21,30.38,1061,2.2,3.78,3.36,47830,170.4,151.31
134,2008,3,Gujarat,Panchmahal,687.51,854.66,31363,76.5,122.51,105,8123,19.8,31.73,27.19,1516,3.7,5.92,5.08,41002,160.16,137.27
134,2009,3,Gujarat,Panchmahal,647.09,742.34,30077,73.1,104.4,90.24,8803,21.4,30.56,26.41,2263,5.5,7.85,6.79,41143,142.81,123.44
134,2010,3,Gujarat,Panchmahal,691.62,1324.59,40557,80.7,140.92,122.79,8509,16.9,29.57,25.76,1195,2.4,4.15,3.62,50261,174.64,152.17
134,2011,3,Gujarat,Panchmahal,676.76,1009.37,39326,82.1,134.91,107.04,7114,14.8,24.4,19.36,1468,3.1,5.04,4,47908,164.35,130.4
134,2012,3,Gujarat,Panchmahal,652.8,947.15,46552,87.9,-1,-1,5743,10.8,-1,-1,676,1.3,-1,-1,52971,-1,-1
134,2013,3,Gujarat,Panchmahal,815.96,1436.25,44902,86.8,-1,-1,6087,11.8,-1,-1,755,1.5,-1,-1,51744,-1,-1
134,2014,3,Gujarat,Panchmahal,675.03,1201.15,40444,85.1,263.82,194.63,5604,11.8,36.56,26.97,1474,3.1,9.62,7.09,47522,309.99,228.69
134,2015,3,Gujarat,Panchmahal,809.25,943.22,36412,87.9,216.61,178.67,4061,9.8,24.16,19.93,933,2.3,5.55,4.58,41406,246.32,203.17
135,1990,3,Gujarat,Rajkot,496.32,551.24,35471,52,49.27,43.78,27299,40,37.92,33.69,5445,8,7.56,6.72,68215,94.76,84.2
135,1991,3,Gujarat,Rajkot,326.13,331.36,27293,49.8,37.71,35.29,22645,41.3,31.29,29.28,4852,8.9,6.7,6.27,54790,75.71,70.83
135,1992,3,Gujarat,Rajkot,592.76,850.11,35716,59.7,48.3,41.62,20639,34.5,27.91,24.05,3483,5.8,4.71,4.06,59838,80.92,69.73
135,1993,3,Gujarat,Rajkot,441.07,448.75,26987,59.4,36.02,34.27,16199,35.6,21.62,20.57,2274,5,3.04,2.89,45460,60.68,57.73
135,1994,3,Gujarat,Rajkot,598.6,799,50023,63.5,67.26,56.26,24708,31.4,33.22,27.79,4078,5.2,5.48,4.59,78809,105.97,88.64
