Dist Code,Year,State Code,State Name,Dist Name,Annual_Evapotranspiration (mm),Annual_Precipitation (mm),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
135,1995,3,Gujarat,Rajkot,365.36,374.09,40750,60.2,56.33,52.51,23553,34.8,32.56,30.35,3407,5,4.71,4.39,67710,93.6,87.26
135,1996,3,Gujarat,Rajkot,552.55,694.83,44497,63.1,59.45,54.63,23389,33.2,31.25,28.72,2618,3.7,3.5,3.21,70504,94.19,86.56
135,1997,3,Gujarat,Rajkot,656.72,742.65,64785,57.4,91.14,81.42,42590,37.8,59.92,53.53,5432,4.8,7.64,6.83,112807,158.7,141.77
135,1998,3,Gujarat,Rajkot,687.3,980.38,62311,60.4,84.5,77.11,37841,36.7,51.32,46.83,3095,3,4.2,3.83,103247,140.01,127.77
135,1999,3,Gujarat,Rajkot,413.19,400.08,39262,50.8,53.92,51.63,34158,44.2,46.91,44.92,3908,5.1,5.37,5.14,77328,106.19,101.68
135,2000,3,Gujarat,Rajkot,449.8,610.75,23920,60.4,33.44,32.93,13952,35.2,19.51,19.21,1760,4.4,2.46,2.42,39632,55.41,54.56
135,2001,3,Gujarat,Rajkot,550.32,577.81,39073,57.8,52.96,51.69,25061,37,33.97,33.15,3518,5.2,4.77,4.65,67652,91.69,89.5
135,2002,3,Gujarat,Rajkot,287.14,289.61,27409,53.4,36.84,35.34,20788,40.5,27.94,26.8,3113,6.1,4.18,4.01,51310,68.96,66.16
135,2003,3,Gujarat,Rajkot,501.22,772.12,60409,60.3,79.15,69.53,34463,34.4,45.16,39.67,5378,5.4,7.05,6.19,100250,131.35,115.39
135,2004,3,Gujarat,Rajkot,580.85,673.98,67924,60.9,89.09,79.97,36963,33.2,48.48,43.52,6611,5.9,8.67,7.78,111498,146.25,131.27
135,2005,3,Gujarat,Rajkot,638.93,738.13,84785,61.5,110.99,95.49,42907,31.1,56.17,48.33,10201,7.4,13.35,11.49,137893,180.52,155.31
135,2006,3,Gujarat,Rajkot,668.66,925.47,100216,61.4,130.89,110.83,49971,30.6,65.27,55.26,13141,8,17.16,14.53,163328,213.32,180.62
135,2007,3,Gujarat,Rajkot,678.12,816.69,115620,59.6,150.61,130.09,60718,31.3,79.09,68.31,17529,9,22.83,19.72,193867,252.53,218.12
135,2008,3,Gujarat,Rajkot,631.79,910.21,104587,55.8,139.47,116.6,62904,33.6,83.88,70.13,20000,10.7,26.67,22.3,187491,250.02,209.02
135,2009,3,Gujarat,Rajkot,567.3,909.02,94167,54.3,122.65,102.27,60727,35,79.09,65.95,18448,10.6,24.03,20.03,173342,225.76,188.25
135,2010,3,Gujarat,Rajkot,630.66,1465.61,131012,57.8,161.46,132.91,73271,32.3,90.3,74.33,22330,9.9,27.52,22.65,226613,279.29,229.9
135,2011,3,Gujarat,Rajkot,655.37,745.91,119423,63.2,152.95,128.14,56556,29.9,72.43,60.68,12919,6.8,16.55,13.86,188898,241.93,202.68
135,2012,3,Gujarat,Rajkot,365.83,375.58,59439,63.8,-1,-1,27704,29.7,-1,-1,5987,6.4,-1,-1,93130,-1,-1
135,2013,3,Gujarat,Rajkot,660.7,723.27,99920,68,-1,-1,38457,26.2,-1,-1,8602,5.9,-1,-1,146979,-1,-1
135,2014,3,Gujarat,Rajkot,598.68,878.51,103180,67.7,181.43,160.02,39516,25.9,69.48,61.28,9603,6.3,16.89,14.89,152299,267.8,236.2
135,2015,3,Gujarat,Rajkot,553.34,557.67,88083,65.2,167.33,146.29,37467,27.7,71.18,62.23,9478,7,18.01,15.74,135028,256.51,224.26
136,1990,3,Gujarat,Sabarkantha,646.4,938.67,28562,64.8,65.54,55.6,12379,28.1,28.41,24.1,3128,7.1,7.18,6.09,44069,101.12,85.79
136,1991,3,Gujarat,Sabarkantha,575.7,553.59,32670,62.2,75.17,62.67,15932,30.3,36.66,30.56,3938,7.5,9.06,7.55,52540,120.89,100.79
136,1992,3,Gujarat,Sabarkantha,618.22,720.9,35313,69.4,81.89,67.94,13106,25.8,30.39,25.21,2457,4.8,5.7,4.73,50876,117.99,97.88
136,1993,3,Gujarat,Sabarkantha,674.22,793.6,33576,70.8,78.85,65.54,11759,24.8,27.62,22.95,2117,4.5,4.97,4.13,47452,111.44,92.63
136,1994,3,Gujarat,Sabarkantha,721.23,1312.53,36602,71.4,85.62,68.61,12169,23.7,28.47,22.81,2485,4.8,5.81,4.66,51256,119.9,96.07
136,1995,3,Gujarat,Sabarkantha,617.59,616.45,39256,74.3,90.79,73.14,11493,21.8,26.58,21.41,2075,3.9,4.8,3.87,52824,122.16,98.42
136,1996,3,Gujarat,Sabarkantha,711.96,888.36,46785,72.6,107.5,86,14303,22.2,32.87,26.29,3392,5.3,7.79,6.24,64480,148.16,118.53
136,1997,3,Gujarat,Sabarkantha,743.47,732.11,51743,71.4,116.96,108.77,17024,23.5,38.48,35.79,3655,5,8.26,7.68,72422,163.7,152.24
136,1998,3,Gujarat,Sabarkantha,715.13,966.01,54931,71.5,122.34,98.55,18641,24.3,41.52,33.44,3253,4.2,7.24,5.84,76825,171.1,137.83
136,1999,3,Gujarat,Sabarkantha,639.97,576.52,44692,68.5,100.57,81.67,16900,25.9,38.03,30.88,3640,5.6,8.19,6.65,65232,146.79,119.21
136,2000,3,Gujarat,Sabarkantha,519.97,631,36707,69.1,83.71,70.78,13983,26.3,31.89,26.96,2400,4.5,5.47,4.63,53090,121.07,102.37
136,2001,3,Gujarat,Sabarkantha,633.22,661.93,40707,69.4,92.92,79.79,14942,25.5,34.11,29.29,3031,5.2,6.92,5.94,58680,133.94,115.01
136,2002,3,Gujarat,Sabarkantha,358.31,332.47,30282,67.8,68.65,59.26,11653,26.1,26.42,22.8,2697,6,6.11,5.28,44632,101.18,87.34
136,2003,3,Gujarat,Sabarkantha,577.51,821.77,48157,71.6,107.83,90.35,15775,23.4,35.32,29.6,3358,5,7.52,6.3,67290,150.67,126.25
136,2004,3,Gujarat,Sabarkantha,612.9,644.22,45942,67.6,103.24,87.63,17673,26,39.71,33.71,4358,6.4,9.79,8.31,67973,152.75,129.65
136,2005,3,Gujarat,Sabarkantha,725.57,1156.96,53013,66.6,120.49,100.01,19729,24.8,44.84,37.22,6800,8.5,15.46,12.83,79542,180.79,150.06
136,2006,3,Gujarat,Sabarkantha,758.23,1004.98,60797,66.8,138.92,106,22292,24.5,50.94,38.86,7899,8.7,18.05,13.77,90988,207.91,158.63
136,2007,3,Gujarat,Sabarkantha,708.85,914.24,67312,66.1,146.91,109.2,23929,23.5,52.22,38.82,10647,10.4,23.24,17.27,101888,222.37,165.3
136,2008,3,Gujarat,Sabarkantha,688.96,689.1,62093,64.4,149.87,112.53,22559,23.4,54.45,40.88,11837,12.3,28.57,21.45,96489,232.9,174.86
136,2009,3,Gujarat,Sabarkantha,539.56,549.94,62967,61.6,135.09,98.25,24808,24.3,53.22,38.71,14393,14.1,30.88,22.46,102168,219.2,159.41
136,2010,3,Gujarat,Sabarkantha,648.41,1092.15,65992,61.3,141.64,105.28,26476,24.6,56.83,42.24,15172,14.1,32.56,24.21,107640,231.04,171.73
136,2011,3,Gujarat,Sabarkantha,659.18,773.08,64445,65.5,135.73,100.18,21637,22,45.57,33.63,12243,12.5,25.79,19.03,98325,207.09,152.84
136,2012,3,Gujarat,Sabarkantha,634.94,746.68,65801,74,-1,-1,16529,18.6,-1,-1,6626,7.4,-1,-1,88956,-1,-1
136,2013,3,Gujarat,Sabarkantha,763.15,1121.08,69156,71.9,-1,-1,18051,18.8,-1,-1,9005,9.4,-1,-1,96212,-1,-1
136,2014,3,Gujarat,Sabarkantha,685.14,982.3,75539,70.3,267.87,197.64,20374,19,72.25,53.31,11503,10.7,40.79,30.1,107416,380.91,281.05
136,2015,3,Gujarat,Sabarkantha,711.44,717.92,70828,67.8,258.03,196.36,20997,20.1,76.49,58.21,12582,12.1,45.84,34.88,104407,380.35,289.46
137,1990,3,Gujarat,Surat,747.91,1533.76,41287,53.3,98.4,90.94,20657,26.7,49.23,45.5,15523,20,36.99,34.19,77467,184.62,170.63
137,1991,3,Gujarat,Surat,612.13,800.54,45636,52.3,109.02,100.72,23631,27.1,56.45,52.15,17971,20.6,42.93,39.66,87238,208.4,192.54
137,1992,3,Gujarat,Surat,666.57,1283.12,45862,60.9,107.2,98.95,18701,24.8,43.71,40.35,10701,14.2,25.01,23.09,75264,175.93,162.38
137,1993,3,Gujarat,Surat,727.2,1327.82,45623,62.3,107.3,95.87,17021,23.3,40.03,35.77,10543,14.4,24.8,22.15,73187,172.12,153.79
137,1994,3,Gujarat,Surat,779.38,1719.14,51639,58.7,120.6,108.35,22595,25.7,52.77,47.41,13790,15.7,32.2,28.93,88024,205.57,184.69
137,1995,3,Gujarat,Surat,673.83,1022.72,50431,66.4,116.23,102.96,16410,21.6,37.82,33.5,9088,12,20.94,18.55,75929,174.99,155.02
137,1996,3,Gujarat,Surat,788.96,1495.78,42465,63.9,98.18,88.73,16470,24.8,38.08,34.41,7567,11.4,17.5,15.81,66502,153.76,138.95
137,1997,3,Gujarat,Surat,797.28,1297.13,47820,57.5,111.94,109.3,21993,26.4,51.48,50.27,13366,16.1,31.29,30.55,83179,194.71,190.12
137,1998,3,Gujarat,Surat,804.37,1664.18,47127,54.3,111.68,100.4,22771,26.2,53.96,48.51,16954,19.5,40.18,36.12,86852,205.81,185.03
137,1999,3,Gujarat,Surat,811.3,1044.01,56550,55.8,131.21,115.17,26754,26.4,62.07,54.49,18093,17.8,41.98,36.85,101397,235.26,206.51
137,2000,3,Gujarat,Surat,724.91,1226.31,46626,53.8,107.93,95.17,23241,26.8,53.8,47.44,16733,19.3,38.73,34.16,86600,200.46,176.77
137,2001,3,Gujarat,Surat,729.74,1031.69,52791,53.3,122.23,107.43,26426,26.7,61.19,53.78,19905,20.1,46.09,40.51,99122,229.5,201.71
137,2002,3,Gujarat,Surat,675.88,782.3,48775,53.2,115.04,105.55,23995,26.2,56.59,51.93,18944,20.7,44.68,41,91714,216.31,198.47
137,2003,3,Gujarat,Surat,726.36,1350.65,41735,54.6,98.43,90.16,18241,23.9,43.02,39.41,16413,21.5,38.71,35.46,76389,180.16,165.02
137,2004,3,Gujarat,Surat,765.89,1605.18,52328,51.4,125.04,111.45,26586,26.1,63.53,56.63,22881,22.5,54.67,48.73,101795,243.24,216.82
137,2005,3,Gujarat,Surat,749.76,1840.54,56580,53.2,133.56,115.66,27292,25.7,64.43,55.79,22441,21.1,52.97,45.87,106313,250.96,217.32
137,2006,3,Gujarat,Surat,787.38,1837.06,59413,53.4,133.12,118.3,28536,25.6,63.94,56.82,23350,21,52.32,46.49,111299,249.38,221.62
137,2007,3,Gujarat,Surat,755.83,1710.72,54860,51.1,191.82,180.7,27389,25.5,95.77,90.21,25020,23.3,87.48,82.41,107269,375.07,353.32
137,2008,3,Gujarat,Surat,699.86,1359.01,62928,46.4,227.26,197.45,38142,28.1,137.75,119.68,34613,25.5,125,108.61,135683,490.01,425.74
137,2009,3,Gujarat,Surat,738.37,1251.27,67820,45.6,246.08,225.99,42051,28.3,152.58,140.12,38874,26.1,141.05,129.54,148745,539.71,495.65
137,2010,3,Gujarat,Surat,795.51,2062.8,57059,49.9,201.91,184.12,31009,27.1,109.73,100.06,26351,23,93.24,85.03,114419,404.88,369.21
137,2011,3,Gujarat,Surat,785.4,1650.37,53767,53.7,185.79,162.49,25876,25.8,89.41,78.2,20522,20.5,70.91,62.02,100165,346.11,302.7
137,2012,3,Gujarat,Surat,661.56,1041.92,52670,57.7,-1,-1,21268,23.3,-1,-1,17317,19,-1,-1,91255,-1,-1
137,2013,3,Gujarat,Surat,800.77,1703.61,50082,58.5,-1,-1,19236,22.5,-1,-1,16220,19,-1,-1,85538,-1,-1
137,2014,3,Gujarat,Surat,668.63,1549.19,57795,57.2,235.9,213.74,23192,23,94.66,85.77,19978,19.8,81.54,73.88,100965,412.1,373.39
137,2015,3,Gujarat,Surat,807.51,1151.86,48394,58.2,194.67,173.46,18611,22.4,74.86,66.71,16094,19.4,64.74,57.68,83099,334.27,297.85
138,1990,3,Gujarat,Surendranagar,544.91,615.97,11563,61.5,19.62,18.49,6834,36.4,11.59,10.93,390,2.1,0.66,0.62,18787,31.87,30.04
138,1991,3,Gujarat,Surendranagar,320.91,319.07,12988,58.2,20.89,19.89,8902,39.9,14.32,13.63,442,2,0.71,0.68,22332,35.92,34.2
138,1992,3,Gujarat,Surendranagar,555.41,615.18,14755,66.5,22.28,21.08,6614,29.8,9.99,9.45,828,3.7,1.25,1.18,22197,33.52,31.72
138,1993,3,Gujarat,Surendranagar,441.58,464.42,15493,67.8,23.88,22.45,7046,30.8,10.86,10.21,312,1.4,0.48,0.45,22851,35.23,33.11
138,1994,3,Gujarat,Surendranagar,623.85,877.79,15730,66.1,24.25,22.79,7239,30.4,11.16,10.49,820,3.4,1.26,1.19,23789,36.67,34.47
138,1995,3,Gujarat,Surendranagar,328.37,324.07,16362,69.1,24.18,23.19,7184,30.3,10.61,10.18,148,0.6,0.22,0.21,23694,35.01,33.58
138,1996,3,Gujarat,Surendranagar,536.56,575.95,18775,73.1,27.53,26.36,6686,26,9.8,9.39,233,0.9,0.34,0.33,25694,37.67,36.08
138,1997,3,Gujarat,Surendranagar,558.95,585.39,29630,68.8,42.88,39.6,13143,30.5,19.02,17.57,267,0.6,0.39,0.36,43040,62.29,57.52
138,1998,3,Gujarat,Surendranagar,651.75,758.11,26533,68.7,38.45,36.75,11824,30.6,17.14,16.38,269,0.7,0.39,0.37,38626,55.98,53.51
138,1999,3,Gujarat,Surendranagar,391.86,378.07,26532,66.3,38.72,36.44,13163,32.9,19.21,18.08,301,0.8,0.44,0.41,39996,58.36,54.92
138,2000,3,Gujarat,Surendranagar,418.15,487.3,27826,66,40.46,38.61,13954,33.1,20.29,19.36,365,0.9,0.53,0.51,42145,61.28,58.48
138,2001,3,Gujarat,Surendranagar,462.01,478.75,35962,68.4,52.41,50.39,16055,30.5,23.4,22.5,545,1,0.79,0.76,52562,76.6,73.65
138,2002,3,Gujarat,Surendranagar,255.85,254.22,27025,66.1,39.25,38.27,13512,33.1,19.62,19.13,331,0.8,0.48,0.47,40868,59.35,57.87
138,2003,3,Gujarat,Surendranagar,474.65,623.56,34295,73.1,48.85,46.7,12111,25.8,17.25,16.49,532,1.1,0.76,0.72,46938,66.86,63.91
138,2004,3,Gujarat,Surendranagar,508.84,532.94,46454,73.9,65.96,63.28,15644,24.9,22.21,21.31,753,1.2,1.07,1.03,62851,89.24,85.62
138,2005,3,Gujarat,Surendranagar,669.03,816.34,46292,68.1,65.18,61.12,17528,25.8,24.68,23.14,4162,6.1,5.86,5.5,67982,95.72,89.76
138,2006,3,Gujarat,Surendranagar,667.27,825.27,47729,71.3,67.58,62.6,17171,25.6,24.31,22.52,2060,3.1,2.92,2.7,66960,94.82,87.82
138,2007,3,Gujarat,Surendranagar,639.17,733.69,59474,69.7,83.87,70.35,23001,27,32.44,27.21,2797,3.3,3.94,3.31,85272,120.25,100.87
138,2008,3,Gujarat,Surendranagar,584.59,612.37,59291,68.5,81.8,70.27,23699,27.4,32.7,28.09,3510,4.1,4.84,4.16,86500,119.34,102.51
138,2009,3,Gujarat,Surendranagar,468.75,539.27,54612,65.2,75.79,62.41,24812,29.6,34.43,28.35,4301,5.1,5.97,4.91,83725,116.19,95.67
138,2010,3,Gujarat,Surendranagar,607.38,1038.84,66150,68.9,89.61,74.99,27322,28.4,37.01,30.97,2597,2.7,3.52,2.94,96069,130.14,108.91
138,2011,3,Gujarat,Surendranagar,560.33,575.76,62011,73.9,83.11,75.73,20277,24.2,27.18,24.76,1568,1.9,2.1,1.91,83856,112.39,102.41
138,2012,3,Gujarat,Surendranagar,396.25,414.2,58197,72.5,-1,-1,21181,26.4,-1,-1,879,1.1,-1,-1,80257,-1,-1
138,2013,3,Gujarat,Surendranagar,636.94,709.53,65508,74.7,-1,-1,20814,23.7,-1,-1,1370,1.6,-1,-1,87692,-1,-1
138,2014,3,Gujarat,Surendranagar,568.34,737.77,71951,74.6,111,87.16,22113,22.9,34.11,26.79,2399,2.5,3.7,2.91,96463,148.82,116.85
138,2015,3,Gujarat,Surendranagar,486.27,480.52,69654,72.8,106.62,83.33,24265,25.4,37.14,29.03,1716,1.8,2.63,2.05,95635,146.39,114.41
139,1990,10,Rajasthan,Ajmer,453.91,477.93,3020,53.6,7.38,6.23,2504,44.4,6.12,5.17,112,2,0.27,0.23,5636,13.77,11.63
139,1991,10,Rajasthan,Ajmer,291.06,297.5,4535,56.9,11.53,9.88,3174,39.8,8.07,6.91,257,3.2,0.65,0.56,7966,20.25,17.35
139,1992,10,Rajasthan,Ajmer,349.49,373.33,5975,59.4,14.75,12.31,3972,39.5,9.8,8.18,117,1.2,0.29,0.24,10064,24.84,20.74
139,1993,10,Rajasthan,Ajmer,428.16,446.93,6392,65.5,16.37,13.9,3352,34.4,8.58,7.29,10,0.1,0.03,0.02,9754,24.97,21.21
139,1994,10,Rajasthan,Ajmer,493.6,577.55,8153,64.7,20.11,16.5,4335,34.4,10.69,8.77,122,1,0.3,0.25,12610,31.1,25.52
139,1995,10,Rajasthan,Ajmer,454.95,600.28,7744,67.7,19.94,16.87,3622,31.6,9.32,7.89,79,0.7,0.2,0.17,11445,29.46,24.93
139,1996,10,Rajasthan,Ajmer,535.81,604.35,9304,71.1,22.56,17.71,3585,27.4,8.69,6.82,191,1.5,0.46,0.36,13080,31.72,24.9
139,1997,10,Rajasthan,Ajmer,429.05,462.55,8708,62.8,20.72,14.58,5073,36.6,12.07,8.5,91,0.7,0.22,0.15,13872,33.01,23.23
139,1998,10,Rajasthan,Ajmer,432.04,447.51,8492,58.7,20.63,14.67,5810,40.2,14.12,10.04,156,1.1,0.38,0.27,14458,35.13,24.97
139,1999,10,Rajasthan,Ajmer,289.9,300.25,6197,55.5,16.99,13.96,4826,43.2,13.23,10.87,137,1.2,0.38,0.31,11160,30.61,25.14
139,2000,10,Rajasthan,Ajmer,320.96,350.92,6304,64.5,17.39,14.89,3382,34.6,9.33,7.99,88,0.9,0.24,0.21,9774,26.95,23.09
139,2001,10,Rajasthan,Ajmer,435.61,494.12,9033,65.6,23.2,18.94,4617,33.5,11.86,9.68,125,0.9,0.32,0.26,13775,35.37,28.89
139,2002,10,Rajasthan,Ajmer,160.9,159.2,3596,55,11.4,10.82,2867,43.9,9.09,8.63,74,1.1,0.23,0.22,6537,20.72,19.67
139,2003,10,Rajasthan,Ajmer,396.02,431.77,4991,62,11.99,10.67,2987,37.1,7.17,6.39,70,0.9,0.17,0.15,8048,19.33,17.2
139,2004,10,Rajasthan,Ajmer,309.89,363.4,7439,65.8,17.66,15.13,3743,33.1,8.89,7.61,132,1.2,0.31,0.27,11314,26.86,23.01
139,2005,10,Rajasthan,Ajmer,362.97,377.27,6751,57.7,15.68,12.98,4638,39.6,10.77,8.92,318,2.7,0.74,0.61,11707,27.19,22.51
139,2006,10,Rajasthan,Ajmer,372.67,398.04,7838,63.4,18.84,16.68,4175,33.8,10.03,8.89,345,2.8,0.83,0.73,12358,29.7,26.3
139,2007,10,Rajasthan,Ajmer,395.65,411.28,6719,58.6,15.92,14.5,4476,39,10.6,9.66,278,2.4,0.66,0.6,11473,27.18,24.76
139,2008,10,Rajasthan,Ajmer,415.66,442.98,6158,54.1,14.57,12.48,5012,44,11.86,10.16,216,1.9,0.51,0.44,11386,26.94,23.08
139,2009,10,Rajasthan,Ajmer,305.62,319.86,4736,50.8,11.36,10.86,4449,47.7,10.67,10.2,133,1.4,0.32,0.31,9318,22.34,21.37
139,2010,10,Rajasthan,Ajmer,474.91,523.92,11045,56.6,24.21,14.24,7792,39.9,17.08,10.05,683,3.5,1.5,0.88,19520,42.78,25.17
139,2011,10,Rajasthan,Ajmer,481.44,527.54,11054,50.2,24.62,17.27,9430,42.8,21,14.73,1551,7,3.45,2.42,22035,49.07,34.42
139,2012,10,Rajasthan,Ajmer,430.92,532.83,15428,64.5,33.96,23.23,7862,32.9,17.31,11.84,630,2.6,1.39,0.95,23920,52.65,36.02
139,2013,10,Rajasthan,Ajmer,543.63,652.25,12538,63.6,27.38,16.63,7096,36,15.49,9.41,95,0.5,0.21,0.13,19729,43.08,26.17
139,2014,10,Rajasthan,Ajmer,441.47,462.07,14558,66,32.77,22.55,7152,32.4,16.1,11.08,363,1.6,0.82,0.56,22072,49.69,34.19
139,2015,10,Rajasthan,Ajmer,444.07,515.27,16422,61,37.26,29.35,10290,38.2,23.35,18.39,204,0.8,0.46,0.36,26916,61.08,48.11
140,1990,10,Rajasthan,Alwar,645.81,802.98,9616,62.6,19.02,12.75,5200,33.9,10.29,6.9,537,3.5,1.06,0.71,15353,30.37,20.36
140,1991,10,Rajasthan,Alwar,475.22,467.17,12153,67.6,24.2,17.32,5264,29.3,10.48,7.5,548,3.1,1.09,0.78,17965,35.78,25.61
140,1992,10,Rajasthan,Alwar,459.2,486.66,15287,76.7,30.08,20.79,4395,22.1,8.65,5.98,248,1.2,0.49,0.34,19930,39.22,27.11
140,1993,10,Rajasthan,Alwar,632.96,679.27,16086,83.6,31.69,22.48,3056,15.9,6.02,4.27,96,0.5,0.19,0.13,19238,37.9,26.88
140,1994,10,Rajasthan,Alwar,612.42,820.04,20112,82.2,39.49,27.39,3766,15.4,7.4,5.13,597,2.4,1.17,0.81,24475,48.06,33.33
140,1995,10,Rajasthan,Alwar,619.9,829.87,21250,77.1,41.82,30.76,5840,21.2,11.49,8.45,489,1.8,0.96,0.71,27579,54.28,39.93
140,1996,10,Rajasthan,Alwar,671.79,854.45,25350,81.5,49.23,33.77,5222,16.8,10.14,6.96,519,1.7,1.01,0.69,31091,60.38,41.42
140,1997,10,Rajasthan,Alwar,603.84,618.37,27018,80.3,52.14,34.73,6272,18.6,12.1,8.06,376,1.1,0.73,0.48,33666,64.97,43.27
140,1998,10,Rajasthan,Alwar,655.2,715.36,26317,83.8,50.79,33.41,4678,14.9,9.03,5.94,399,1.3,0.77,0.51,31394,60.59,39.85
140,1999,10,Rajasthan,Alwar,499.82,477.61,29167,74.5,56.46,37.13,9659,24.7,18.7,12.29,305,0.8,0.59,0.39,39131,75.75,49.81
140,2000,10,Rajasthan,Alwar,453.74,492.3,31264,76.9,61.43,39.83,8850,21.8,17.39,11.28,524,1.3,1.03,0.67,40638,79.85,51.77
140,2001,10,Rajasthan,Alwar,543.95,577.07,29935,73.5,58.8,38.3,10194,25,20.02,13.04,584,1.4,1.15,0.75,40713,79.97,52.09
140,2002,10,Rajasthan,Alwar,336.59,347.5,27301,73.8,57.79,40.83,9015,24.4,19.08,13.48,669,1.8,1.42,1,36985,78.29,55.31
140,2003,10,Rajasthan,Alwar,625.51,818.65,35253,75,69.94,42.54,11266,24,22.35,13.59,455,1,0.9,0.55,46974,93.2,56.68
140,2004,10,Rajasthan,Alwar,445.14,459.79,28204,74.6,55.59,35.38,8347,22.1,16.45,10.47,1257,3.3,2.48,1.58,37808,74.52,47.42
140,2005,10,Rajasthan,Alwar,556.27,587.24,34287,74.1,67.45,42.1,10892,23.5,21.43,13.37,1087,2.3,2.14,1.33,46266,91.02,56.81
140,2006,10,Rajasthan,Alwar,590.31,617.36,35171,71.3,69.92,43.77,13555,27.5,26.95,16.87,591,1.2,1.17,0.74,49317,98.04,61.38
140,2007,10,Rajasthan,Alwar,593.39,619.78,39889,72,79.57,49.07,14792,26.7,29.51,18.2,747,1.3,1.49,0.92,55428,110.57,68.19
140,2008,10,Rajasthan,Alwar,599.7,641.79,41481,69.2,82.3,51.26,17416,29,34.55,21.52,1087,1.8,2.16,1.34,59984,119,74.13
140,2009,10,Rajasthan,Alwar,546.2,561.51,48119,66.4,95.34,55.66,22798,31.4,45.17,26.37,1581,2.2,3.13,1.83,72498,143.64,83.86
140,2010,10,Rajasthan,Alwar,588.19,904.86,49156,66,96.92,57.21,23301,31.3,45.94,27.12,2016,2.7,3.97,2.35,74473,146.84,86.68
140,2011,10,Rajasthan,Alwar,651.87,718.71,44658,66.6,88.31,52.28,21638,32.3,42.79,25.33,773,1.2,1.53,0.9,67069,132.63,78.51
140,2012,10,Rajasthan,Alwar,534.24,848.81,51912,70.7,103.1,60.87,20894,28.4,41.5,24.5,657,0.9,1.3,0.77,73463,145.9,86.13
140,2013,10,Rajasthan,Alwar,686.67,848.89,49580,79.8,98.68,57.19,12463,20.1,24.81,14.38,56,0.1,0.11,0.06,62099,123.6,71.64
140,2014,10,Rajasthan,Alwar,567.33,545.97,50128,71.9,100.93,58.62,19145,27.4,38.55,22.39,477,0.7,0.96,0.56,69750,140.44,81.56
140,2015,10,Rajasthan,Alwar,531.89,594.31,54269,69.9,110.18,62.25,22181,28.6,45.03,25.44,1153,1.5,2.34,1.32,77602,157.55,89.01
141,1990,10,Rajasthan,Banswara,622.48,1048.67,9313,74.4,41.03,28.6,3181,25.4,14.01,9.77,26,0.2,0.11,0.08,12520,55.15,38.45
141,1991,10,Rajasthan,Banswara,516.02,690.61,9847,72.2,44.09,31.53,3533,25.9,15.82,11.31,258,1.9,1.16,0.83,13638,61.06,43.67
141,1992,10,Rajasthan,Banswara,584.99,761.23,13305,75.7,58.38,39.06,4180,23.8,18.34,12.27,100,0.6,0.44,0.29,17585,77.16,51.62
141,1993,10,Rajasthan,Banswara,622.69,1020.78,13761,76,59.93,40.63,4263,23.5,18.57,12.59,78,0.4,0.34,0.23,18102,78.84,53.45
141,1994,10,Rajasthan,Banswara,665.17,1353.39,16669,80.6,72.56,49.06,3915,18.9,17.04,11.52,101,0.5,0.44,0.3,20685,90.04,60.88
141,1995,10,Rajasthan,Banswara,624.44,930.57,15305,89.1,67.54,46.8,1805,10.5,7.96,5.52,68,0.4,0.3,0.21,17178,75.8,52.53
141,1996,10,Rajasthan,Banswara,639.34,1098.57,16339,88.8,71.28,47.61,1973,10.7,8.61,5.75,88,0.5,0.38,0.26,18400,80.27,53.62
141,1997,10,Rajasthan,Banswara,662.76,804.62,19689,88,84.64,56.15,2588,11.6,11.13,7.38,101,0.5,0.43,0.29,22378,96.2,63.82
141,1998,10,Rajasthan,Banswara,633.82,1029.08,20179,88.1,87.29,57.31,2651,11.6,11.47,7.53,67,0.3,0.29,0.19,22897,99.04,65.03
141,1999,10,Rajasthan,Banswara,684.36,827.54,18133,85.7,78.58,55.15,2964,14,12.84,9.01,74,0.3,0.32,0.23,21171,91.74,64.39
141,2000,10,Rajasthan,Banswara,510.83,673.75,14700,89.1,64.8,53.5,1785,10.8,7.87,6.5,20,0.1,0.09,0.07,16505,72.76,60.07
141,2001,10,Rajasthan,Banswara,618.97,736.96,21284,87.4,92.25,71.39,3035,12.5,13.15,10.18,27,0.1,0.12,0.09,24346,105.52,81.66
141,2002,10,Rajasthan,Banswara,488.29,512.95,17504,87,77.36,61.4,2587,12.9,11.43,9.07,31,0.2,0.14,0.11,20122,88.93,70.58
141,2003,10,Rajasthan,Banswara,615.43,1002.14,25124,87.2,107.39,77.84,3598,12.5,15.38,11.15,89,0.3,0.38,0.28,28811,123.14,89.26
141,2004,10,Rajasthan,Banswara,518.63,717.96,22613,85.9,95.83,67.83,3650,13.9,15.47,10.95,67,0.3,0.28,0.2,26330,111.59,78.98
