STCODE,DIST,YEAR,RICE Kharif area,RICE Kharif production,RICE Total Area,RICE Total Production,RICE Total Yield,WHT Rabi area,WHT Rabi production,WHT Total Area,WHT Total Production,WHT Total Yield,MAIZ Kharif area,MAIZ Kharif production,MAIZ Total Area,MAIZ Total Production,MAIZ Total Yield,CPEA Rabi area,CPEA Rabi production,CPEA Total Area,CPEA Total Production,CPEA Total Yield,PPEA Kharif area,PPEA Kharif production,PPEA Total Area,PPEA Total Production,PPEA Total Yield,BLCK Total Area,BLCK Total Production,BLCK Total Yield,GREN Total Area,GREN Total Production,GREN Total Yield,SESA Kharif area,SESA Kharif production,SESA Total Area,SESA Total Production,SESA Total Yield,RM Rabi area,RM Rabi production,RM Total Area,RM Total Production,RM Total Yield,SCAN Total Area,SGUR Total Production,SCAN Total Yield
1,44,1997,185.7000,278.5000,186.3000,280.6000,1506.1728,54.5244,162.4089,54.5232,161.2278,2670.4182,0.2000,0.4000,0.3000,0.6000,2000.0000,4.7829,3.1503,4.7314,3.0909,684.9498,1.6000,0.4000,1.6000,0.4000,250.0000,16.4000,7.3250,445.8599,13.6350,5.1550,463.8298,4.1000,0.5000,6.1000,0.7000,114.7541,0.9313,0.5198,0.9286,0.5132,602.5450,4.9000,34.1800,6975.5102
1,44,1998,194.4000,370.7000,196.4000,378.2000,1925.6619,54.5097,162.3997,54.4967,161.1750,2784.8568,0.3000,0.5000,0.3000,0.5000,1666.6667,4.7902,3.5088,4.8164,3.4244,850.3779,1.8000,1.1000,1.8000,1.1000,611.1111,16.4000,7.3250,412.6074,13.6350,5.1550,377.0492,4.6000,0.6000,6.6000,1.1000,166.6667,0.9749,0.6151,0.9670,0.6145,650.6194,6.9000,47.8000,6927.5362
1,44,1999,189.0300,323.5300,190.7300,329.3900,1726.9963,0.0100,0.0000,0.0100,0.0000,0.0000,0.3000,0.8600,0.3200,0.9500,2968.7500,4.7736,3.0410,4.7588,3.0151,606.1936,0.9935,0.0525,1.4557,0.1679,250.6216,16.4000,7.3250,431.0595,13.6350,5.1550,292.8311,1.9500,0.4700,6.2900,1.1700,186.0095,0.7418,0.5682,0.7393,0.5659,708.2983,3.9600,32.0610,8096.2121
1,44,2000,206.0675,399.1600,208.5600,401.1700,1923.5232,54.4834,162.3426,54.5254,161.1681,2782.9747,0.2400,0.6300,0.2500,0.6900,2760.0000,3.8152,2.8021,3.8089,2.8019,815.1223,1.7600,0.9700,1.7600,0.9700,551.1364,16.4000,7.3250,348.5130,13.6350,5.1550,467.7419,2.0100,0.4700,5.8600,1.0700,182.5939,0.9375,0.5209,0.9319,0.5132,601.4116,2.7300,20.7160,7588.2784
1,44,2001,178.7700,393.6500,180.3600,397.2500,2202.5394,49.7344,162.3301,49.5401,161.1370,2967.2784,0.3100,0.8300,0.4600,1.7800,3869.5652,3.1531,3.1920,3.1857,3.2094,1147.8026,1.4000,0.8100,1.4000,0.8100,578.5714,16.4000,7.3250,511.4317,13.6350,5.1550,445.3698,3.2800,0.5500,7.2600,1.5900,216.6213,0.5067,0.1125,0.5102,0.1080,271.9643,6.6300,54.0040,8145.3997
1,44,2002,153.1500,267.5500,153.7800,269.1500,1750.2276,51.3296,162.3676,51.1880,161.2416,2956.5310,0.4000,0.3900,0.9000,3.8500,4277.7778,2.9813,2.3423,2.9622,2.3168,876.8046,1.5200,0.5300,1.5200,0.5300,348.6842,16.4000,7.3250,299.7209,13.6350,5.1550,262.1107,2.1000,0.2000,4.5200,0.6600,146.0177,0.7879,0.7480,0.7777,0.7495,872.4516,3.1500,20.7250,6579.3651
1,44,2003,188.2200,421.8000,190.4200,426.3000,2238.7354,52.6946,162.3746,52.6450,161.2144,2975.2870,1.1500,1.9700,2.0400,6.9800,3421.5686,3.6919,1.9928,3.6731,2.0293,763.3637,1.5700,0.6700,1.5700,0.6700,426.7516,16.4000,7.3250,488.1966,13.6350,5.1550,479.9545,1.6900,0.4900,6.7600,1.4800,218.9349,0.6990,0.5684,0.6947,0.5669,748.5761,6.8400,48.7280,7123.9766
1,44,2004,190.8000,426.9900,192.9900,454.3000,2354.0080,50.4288,162.3830,50.2239,161.1805,3067.9816,1.1100,3.2900,1.8600,8.6900,4390.9091,2.9782,2.3416,2.9606,2.3169,983.9590,1.4300,0.9500,1.4300,0.9500,664.3357,16.4000,7.3250,357.6471,13.6350,5.1550,355.5324,2.2300,0.2100,7.1900,1.0700,148.8178,0.7927,0.6172,0.7778,0.6135,764.5458,9.0700,69.0150,7609.1510
1,44,2005,153.5200,271.4300,157.7600,281.5300,1784.5461,50.4025,162.3551,50.2190,161.1254,2852.0287,1.3800,4.9500,2.4600,12.9800,4390.9091,2.8723,2.2064,2.8558,2.2276,1111.6559,1.4400,0.8700,1.4400,0.8700,604.1667,16.4000,7.3250,370.5912,13.6350,5.1550,358.4906,2.5700,0.4300,7.2600,1.0700,134.5912,0.5163,0.1089,0.5069,0.1089,273.1557,11.0000,80.1880,7289.8182
1,44,2006,193.9900,426.9900,197.4200,499.0000,2527.6061,51.9849,165.3967,51.9783,164.0844,2989.5364,1.8600,5.0900,3.0100,13.8400,4390.9091,0.0200,0.0300,0.0200,0.0300,1500.0000,1.6400,0.7900,1.6400,0.7900,481.7073,16.4000,7.3250,433.3564,13.6350,5.1550,463.2247,1.9800,0.2400,6.4500,0.9600,148.8372,0.9315,0.5522,0.9311,0.5451,598.5234,12.1700,92.6120,7609.8603
1,44,2007,201.0000,426.9900,203.0000,586.7200,3049.2611,48.7892,162.3641,48.5628,161.2511,3060.5823,2.0000,7.0000,3.0000,18.0000,4390.9091,3.0560,2.3500,3.0317,2.3203,1018.4950,2.0000,1.0000,2.0000,1.0000,500.0000,16.4000,7.3250,479.1667,13.6350,5.1550,500.0000,4.0000,0.7159,7.2600,1.0000,100.0000,0.8661,0.5517,0.8666,0.5463,655.0265,11.0000,77.8000,7072.7273
1,44,2008,203.1700,408.3800,205.8400,414.5700,2014.0400,52.6625,165.3836,52.6754,164.0703,2970.6907,1.6600,5.3300,3.3800,20.5700,4390.9091,0.0200,0.0300,0.0200,0.0300,1500.0000,1.3300,0.6400,1.3300,0.6400,481.2030,16.4000,7.3250,566.0422,13.6350,5.1550,387.4959,3.0800,0.3000,6.8800,0.8600,125.0000,0.9323,0.5680,0.9313,0.5676,735.8826,7.1400,54.8040,7675.6303
1,44,2009,177.0600,371.8200,179.7700,378.2300,2103.9662,52.6552,165.3633,52.7056,164.0449,2930.4294,2.2100,7.9600,5.0100,28.4300,4390.9091,0.0200,0.0300,0.0200,0.0300,1500.0000,1.0800,0.7200,1.0800,0.7200,666.6667,16.4000,7.3250,519.1772,13.6350,5.1550,389.2879,2.3800,0.3000,7.2600,0.9800,134.2466,0.6675,0.1599,0.6602,0.1509,260.6089,4.0300,28.7640,7137.4690
1,44,2010,205.8500,167.4800,212.9500,184.3000,865.4614,51.3018,165.3935,51.2016,164.1149,2986.6875,2.8200,8.4200,7.3900,50.0400,4390.9091,0.0100,0.0200,0.0100,0.0200,1652.3695,1.6500,0.8300,1.6500,0.8300,503.0303,16.4000,7.3250,609.9458,13.6350,5.1550,536.3226,1.7000,0.2700,7.2600,1.2400,161.4583,1.8472,1.1041,1.8292,1.0786,796.7719,3.1800,18.0910,5688.9937
1,44,2011,206.0675,399.2400,210.4200,403.8300,1919.1617,48.0723,162.3771,47.7844,161.2526,3199.7123,6.1000,22.5000,11.4200,63.7800,4390.9091,3.0544,2.2381,3.0718,2.2494,1002.2644,1.1900,0.6300,1.2100,0.6400,528.9256,16.4000,7.3250,580.3311,13.6350,5.1550,603.4913,2.4700,0.5600,6.2800,1.1800,187.8981,0.8644,0.5519,0.8546,0.5471,745.1619,7.8600,54.8950,6984.0967
1,44,2012,206.0000,426.9900,209.0000,529.0000,2531.1005,48.7523,162.3404,48.6092,161.1251,3098.4662,6.0000,23.0000,10.0000,54.0000,4390.9091,2.9772,2.3494,2.9607,2.3173,1063.7530,1.0000,1.0000,1.0000,1.0000,1000.0000,16.4000,7.3250,488.8889,13.6350,5.1550,515.1515,2.0000,0.4452,5.0000,1.0000,200.0000,0.9396,0.7522,0.9309,0.7491,815.4046,7.0000,49.2000,7028.5714
1,44,2013,199.7200,347.1100,203.1400,355.2700,1748.8924,48.7669,162.3822,48.5730,161.1645,3177.1034,5.7500,18.2300,10.7400,55.3900,4390.9091,3.0544,2.2459,3.0739,2.2488,1023.8616,0.7100,0.6800,0.7200,0.6900,958.3333,16.4000,7.3250,563.9359,13.6350,5.1550,572.2121,1.2000,0.2500,5.2400,0.7800,148.8550,0.9379,0.7521,0.9329,0.7492,836.8506,5.6800,39.5810,6968.4859
1,44,2014,205.4900,426.9900,210.2200,447.6700,2129.5310,48.7968,153.8727,48.5656,155.5173,2933.9713,9.1000,36.3300,14.8700,82.6500,4390.9091,0.0000,0.0000,0.0000,0.0000,0.0000,0.6500,0.5400,0.6600,0.5500,833.3333,16.4000,7.3250,523.4339,13.6350,5.1550,528.9009,0.3200,0.0500,6.7300,0.7200,106.9837,0.8395,0.6707,0.8332,0.6571,869.1145,6.3800,43.5710,6829.3103
1,44,2015,204.0000,426.9900,206.7900,477.8900,2310.9918,48.0723,162.3900,47.7730,161.2526,3230.7666,10.5700,44.0100,16.6900,76.3600,4390.9091,3.1319,2.7890,3.1248,2.8029,985.1691,0.6300,0.1400,0.6500,0.1500,230.7692,16.4000,7.3250,639.8173,13.6350,5.1550,582.0796,0.8500,0.1100,5.0600,1.0400,205.5336,0.8578,0.7497,0.8538,0.7489,1008.8000,6.1200,47.3530,7737.4183
1,45,1997,95.6000,79.7000,98.3000,88.4000,899.2879,48.7290,156.9640,48.6373,155.8298,2730.8751,6.4000,6.5000,6.7000,7.6000,1134.3284,0.2000,0.1000,0.2000,0.1000,500.0000,4.8000,0.8000,4.8000,0.8000,166.6667,5.5000,1.8000,327.2727,5.2000,2.1000,403.8462,4.1000,0.6000,7.2600,1.5000,111.9403,2.2504,1.0170,2.2494,1.0137,522.2118,17.2650,114.7707,4052.4752
1,45,1998,114.9000,141.3000,118.7000,155.4000,1309.1828,48.7762,162.3601,48.6061,161.2713,2933.9768,6.4000,8.6000,6.7000,10.0000,1492.5373,0.1000,0.3000,0.1000,0.3000,1652.3695,5.4000,1.7000,5.4000,1.7000,314.8148,5.4000,3.9000,722.2222,5.5000,2.9000,527.2727,5.0000,0.9000,7.2600,2.1600,194.6309,1.8847,1.0503,1.8736,1.0454,596.3662,17.2650,114.7707,4360.0473
1,45,1999,103.3700,134.0100,106.4300,144.8500,1360.9884,47.3428,162.3331,47.1380,161.2151,2974.3158,6.4200,9.1300,7.0300,12.0700,1716.9275,0.2000,0.2300,0.2000,0.2300,1150.0000,2.7715,1.4937,2.8640,1.5795,448.8951,4.9400,3.1200,631.5789,4.9100,2.5000,509.1650,5.8000,1.5400,7.2600,2.1600,310.7492,1.8328,1.1066,1.8307,1.1081,617.4010,17.2650,114.7707,5535.7025
1,45,2000,115.2400,183.3500,118.2100,190.0300,1607.5628,48.7924,165.4495,48.5708,164.2961,2981.9766,6.7000,6.9800,7.6100,11.8300,1554.5335,0.0300,0.0600,0.0300,0.0600,1652.3695,6.1200,2.0300,6.1600,2.0500,332.7922,5.1100,2.3500,459.8826,5.0900,1.9800,388.9980,5.8000,1.5400,7.2600,2.1600,271.5969,0.2300,0.0200,0.2300,0.0200,86.9565,17.2650,114.7707,6076.7480
1,45,2001,86.5800,145.0200,90.3200,152.6100,1689.6590,48.0623,165.5125,47.8375,164.3296,3162.1317,6.8800,7.5700,7.9800,14.6700,1838.3459,0.1000,0.1800,0.1000,0.1800,1652.3695,4.8500,1.5100,4.8900,1.5200,310.8384,5.6600,2.9400,519.4346,4.8800,1.9100,391.3934,5.8000,1.5400,7.2600,2.1600,176.1092,0.9753,0.6365,0.9700,0.6387,668.9650,17.2650,114.7707,5997.7587
1,45,2002,61.9600,61.3400,63.9900,64.4700,1007.5012,49.7175,165.6039,49.5104,164.2796,2921.7609,6.9800,12.8400,7.8900,19.2100,2434.7275,0.0900,0.1200,0.0900,0.1200,1333.3333,4.7000,1.5800,4.7000,1.5800,336.1702,5.1700,1.4700,284.3327,4.2300,0.8300,196.2175,5.8000,0.8100,7.2600,1.0200,112.0879,1.8396,0.7460,1.8394,0.7492,425.3365,17.2650,114.7707,3603.7650
1,45,2003,84.6800,136.8400,88.6400,144.6500,1631.8818,51.9402,165.5081,51.9923,164.2782,2913.9556,6.9100,12.4500,8.3200,20.3600,2447.1154,0.2200,0.3900,0.2200,0.3900,1652.3695,4.2700,2.1900,4.2800,2.1900,511.6822,7.1200,3.4900,490.1685,5.9200,2.5600,432.4324,3.5500,0.5400,6.9600,1.3700,196.8391,0.8572,0.5486,0.8558,0.5461,649.5382,17.2650,114.7707,5092.4538
1,45,2004,95.1900,160.7700,97.8100,164.4700,1681.5254,48.0373,159.6275,47.8505,158.5982,3172.9525,6.7700,11.7700,8.2200,22.2700,2709.2457,0.0600,0.1000,0.0600,0.1000,1652.3695,4.7500,2.2200,4.7500,2.2200,467.3684,4.8100,2.6700,555.0936,4.3100,1.5000,348.0278,5.8000,1.5400,7.2600,2.1600,270.4524,0.9398,0.5682,0.9337,0.5657,674.9210,17.2650,114.7707,5104.2389
1,45,2005,84.8100,125.0100,88.6300,132.0800,1490.2403,48.0045,165.4495,47.7924,164.2902,3154.2155,6.8300,12.5500,8.1800,22.5900,2761.6137,0.0300,0.0600,0.0300,0.0600,1652.3695,3.8500,1.1200,3.8500,1.1200,290.9091,4.1900,2.0700,494.0334,3.7500,1.8200,485.3333,5.7200,0.8700,7.2600,1.5500,196.2025,0.9052,0.5682,0.8993,0.5666,665.8621,17.2650,114.7707,4920.1974
1,45,2006,93.1300,178.0700,95.7500,183.3700,1915.0914,48.7523,165.5871,48.6418,164.3296,3218.3351,7.0400,9.2500,8.5200,20.4200,2396.7136,0.0300,0.0600,0.0300,0.0600,1652.3695,3.7400,1.3800,3.7400,1.3800,368.9840,5.0000,3.0700,614.0000,4.6500,1.7700,380.6452,5.8000,1.0100,7.2600,1.5200,181.3842,0.8497,0.6184,0.8309,0.6166,886.0259,17.2650,114.7707,5849.4717
1,45,2007,96.0000,195.0000,99.0000,201.0000,2030.3030,47.3077,162.3668,47.1409,161.1505,3134.6309,7.0000,9.0000,8.0000,20.0000,2500.0000,4.6527,3.2462,4.7104,3.2889,1018.7713,3.0000,2.0000,3.0000,2.0000,666.6667,6.0000,3.0000,500.0000,6.0000,2.0000,333.3333,5.0000,1.0000,7.2600,2.0000,250.0000,0.6969,0.6575,0.6948,0.6563,833.7886,17.2650,114.7707,6229.2683
1,45,2008,99.3800,167.2500,102.0600,172.3400,1688.6145,51.9548,165.5056,52.0055,164.2982,2923.9704,6.3200,9.0100,7.7400,21.5000,2777.7778,0.0600,0.1000,0.0600,0.1000,1652.3695,2.8700,0.8700,2.8700,0.8700,303.1359,6.3300,3.7500,592.4171,5.9500,2.1200,356.3025,4.5000,1.0400,7.1500,1.7400,243.3566,0.9393,0.5680,0.9353,0.5662,718.5067,17.2650,114.7707,5644.3077
1,45,2009,65.4500,69.1100,68.4200,73.6200,1076.0012,48.7569,162.2805,48.5360,161.2124,3106.6409,5.9100,12.9300,7.1700,22.1200,3085.0767,0.0600,0.1000,0.0600,0.1000,1652.3695,2.0200,1.1000,2.3900,1.3000,543.9331,4.0100,2.3100,576.0599,3.3500,1.0300,307.4627,2.5700,0.4300,4.4200,0.7300,165.1584,1.8446,1.0211,1.8291,1.0171,714.9079,17.2650,114.7707,4609.5654
1,45,2010,110.2900,192.3800,117.5500,201.7600,1716.3760,52.6375,165.5125,52.6896,164.4021,2928.6151,5.7500,9.2300,6.7700,18.5400,2738.5524,0.0800,0.1300,0.0800,0.1300,1625.0000,3.7200,1.4100,3.7400,1.4200,379.6791,7.0600,4.0100,567.9887,4.7800,1.5200,317.9916,4.1700,0.7100,6.4400,1.2000,186.3354,0.9019,0.5688,0.8966,0.5686,771.2362,17.2650,114.7707,5723.0036
1,45,2011,109.5100,166.7700,112.1200,169.7400,1513.9137,43.9859,165.4026,43.6368,164.3156,3456.0789,6.3600,25.1100,7.4900,33.8500,4390.9091,0.0700,0.1000,0.0700,0.1000,1428.5714,2.7200,1.0900,2.7500,1.1000,400.0000,5.3000,3.3600,633.9623,3.9500,2.3400,592.4051,4.1600,0.8100,6.6500,1.1900,178.9474,0.8642,0.6567,0.8551,0.6410,887.1649,17.2650,114.7707,5686.4237
1,45,2012,99.0000,142.0000,104.0000,152.0000,1461.5385,45.2725,138.3019,45.0234,139.6962,2754.0065,6.0000,13.0000,7.0000,21.0000,3000.0000,3.8130,2.6248,3.8017,2.5904,1061.0742,2.0000,1.0000,2.0000,1.0000,500.0000,6.0000,5.0000,833.3333,5.0000,3.0000,600.0000,4.0000,1.0000,6.0000,2.0000,333.3333,1.8466,0.7473,1.8294,0.7483,537.3460,17.2650,114.7707,5452.6316
1,45,2013,98.6400,171.5300,105.4000,184.6600,1751.9924,49.6789,165.3988,49.5917,164.2326,3149.1214,5.9900,7.8200,7.2400,17.1200,2364.6409,0.0800,0.1600,0.0800,0.1600,1652.3695,1.8100,0.6200,1.8300,0.6300,344.2623,8.5700,6.4500,752.6254,5.0100,2.9200,582.8343,2.9700,0.7500,6.5900,1.5300,232.1700,0.9393,0.5147,0.9334,0.5154,684.5185,17.2650,114.7707,5594.8404
1,45,2014,98.1900,159.7600,105.4300,177.8100,1686.5219,49.6967,159.7202,49.6110,158.5604,3063.2415,5.8900,9.2200,7.1900,19.6400,2731.5716,0.0900,0.1700,0.0900,0.1700,1652.3695,1.9700,0.3600,1.9700,0.3700,187.8173,7.2200,3.9600,548.4765,4.6800,3.6900,788.4615,4.0400,1.0300,7.2600,1.6300,224.2091,0.9398,0.5882,0.9330,0.5870,723.7860,17.2650,114.7707,4832.3122
1,45,2015,103.0900,219.3400,107.6100,230.2600,2139.7640,49.6857,165.5044,49.6279,164.2907,3194.5896,5.3100,12.1800,6.5900,20.7100,3142.6404,0.1000,0.1900,0.1000,0.1900,1652.3695,1.5800,0.4100,1.5900,0.4200,264.1509,8.0200,3.1300,390.2743,4.5800,2.1800,475.9825,3.2200,0.5000,6.5000,1.4000,215.3846,0.9459,0.5683,0.9329,0.5680,720.8689,17.2650,114.7707,5604.7367
1,46,1997,206.0675,426.9900,282.7150,586.7200,2498.7788,55.3817,162.3830,55.2877,161.2580,2740.2736,1.6000,2.9000,5.2000,16.6000,3192.3077,4.7908,3.0946,4.7195,3.0869,668.4304,1.6000,0.3000,1.6000,0.3000,187.5000,16.4000,7.3250,322.2037,13.6350,5.1550,445.3782,1.8000,0.4000,3.7000,0.6000,162.1622,1.1959,1.0011,1.1931,0.9980,740.8664,15.1000,114.7707,7929.1391
1,46,1998,206.0675,386.6000,282.7150,586.7200,2520.4156,51.3292,162.3830,51.1804,161.2118,2861.9016,1.7000,3.6000,5.5000,22.3000,4054.5455,4.6630,3.0689,4.7041,3.0869,666.2638,2.1000,0.3000,2.1000,0.3000,142.8571,16.4000,7.3250,311.5265,13.6350,5.1550,449.8433,1.7000,0.4000,4.6000,1.1000,239.1304,0.9375,0.6575,0.9329,0.6538,667.2598,16.4000,114.7707,7651.8293
1,46,1999,206.0675,426.9900,282.7150,586.7200,3135.7426,50.3884,162.2046,50.2910,161.0943,2977.4316,1.5200,4.3200,5.7900,24.9800,4314.3351,0.0100,0.0100,0.0100,0.0100,1000.0000,2.2600,2.2764,2.3431,2.3689,773.2574,16.4000,7.3250,195.2993,13.6350,5.1550,211.0617,2.9300,0.7500,4.3600,1.0300,236.2385,0.0000,0.0000,0.0000,0.0000,0.0000,15.6600,114.7707,9102.6181
1,46,2000,206.0675,426.9900,282.7150,586.7200,3278.6268,51.9841,169.3980,52.0040,168.4014,3145.0047,1.4100,3.6600,5.5100,25.7800,4390.9091,0.0100,0.0200,0.0100,0.0200,1652.3695,1.8600,0.9500,1.8600,0.9500,510.7527,16.4000,7.3250,675.0534,13.6350,5.1550,228.0817,2.5600,0.4200,3.8400,0.6500,169.2708,0.4374,0.2165,0.4360,0.2167,562.9246,14.7700,114.7707,8893.8389
1,46,2001,206.0675,426.9900,282.7150,586.7200,3440.3373,51.9565,165.3014,52.0167,164.2815,2992.7948,1.2000,3.2200,3.8000,20.0300,4390.9091,0.0300,0.0500,0.0300,0.0500,1652.3695,1.3100,0.7600,1.3100,0.7600,580.1527,16.4000,7.3250,167.7580,13.6350,5.1550,170.6078,1.8200,0.4500,2.9300,0.7300,249.1468,0.6203,0.4152,0.6237,0.4093,700.4166,14.2600,114.7707,8994.8808
1,46,2002,194.8100,426.9900,282.7150,586.7200,3462.4220,51.2802,169.4359,51.2008,168.5100,3162.4272,1.4200,1.3800,7.4000,42.7900,4390.9091,0.0300,0.0400,0.0300,0.0400,1333.3333,0.7600,0.2700,0.7600,0.2700,355.2632,16.4000,4.0200,68.8356,13.6350,5.1550,206.4100,1.5000,0.0700,2.6100,0.2700,103.4483,0.6188,0.2755,0.6237,0.2709,389.0703,15.4300,114.7707,8227.9326
1,46,2003,206.0675,426.9900,282.7150,586.7200,4078.9770,45.2825,138.2778,45.0111,139.6900,2864.0768,2.1200,3.6300,8.5100,39.4300,4390.9091,0.0100,0.0100,0.0100,0.0100,1000.0000,1.2700,0.5400,1.2700,0.5400,425.1969,16.4000,7.3250,362.5940,13.6350,5.1550,305.4043,1.1000,0.1800,3.0100,0.5800,192.6910,0.5096,0.2133,0.5099,0.2165,447.3283,16.2900,114.7707,8580.5402
1,46,2004,206.0675,426.9900,282.7150,586.7200,3897.3465,46.0758,162.2590,45.7290,161.1063,3327.2635,1.8800,5.5600,7.9800,46.6400,4390.9091,0.0100,0.0100,0.0100,0.0100,1000.0000,0.8600,0.5700,0.8600,0.5700,662.7907,16.4000,7.3250,253.2294,13.6350,5.1550,260.1770,1.2300,0.1200,2.5500,0.4300,168.6275,0.6720,0.4147,0.6634,0.4104,709.5872,15.9700,114.7707,8495.9299
1,46,2005,206.0675,348.7300,282.7150,586.7200,2967.4513,51.9236,165.3128,51.9914,164.2726,3000.0470,1.7600,6.3100,9.6000,65.6600,4390.9091,0.0100,0.0300,0.0100,0.0300,1652.3695,1.0100,0.6100,1.0100,0.6100,603.9604,16.4000,7.3250,188.1210,13.6350,5.1550,229.5260,1.2800,0.2100,2.3600,0.4600,194.9153,1.1365,0.9419,1.1340,0.9302,709.6050,17.2650,114.7707,7957.9805
1,46,2006,206.0675,426.9900,282.7150,586.7200,3511.1744,51.9677,165.3599,52.0040,164.5218,3006.2804,1.7400,4.7600,7.9300,66.6200,4390.9091,0.1700,0.3200,0.1700,0.3200,1652.3695,0.9200,0.4400,0.9200,0.4400,478.2609,16.4000,7.3250,263.5628,13.6350,5.1550,263.4931,1.2300,0.3100,2.5400,0.5700,224.4094,0.5114,0.2130,0.5099,0.2113,443.5845,17.2650,114.7707,8904.1777
1,46,2007,206.0675,426.9900,282.7150,586.7200,3693.4307,50.4098,162.3987,50.3121,161.2346,3010.2684,2.0000,6.0000,8.0000,55.0000,4390.9091,1.0000,1.0000,1.0000,1.0000,1000.0000,1.0000,1.0000,1.0000,1.0000,1000.0000,16.4000,7.3250,204.0816,13.6350,5.1550,151.5152,1.0000,-0.0557,2.0000,0.0000,0.0000,0.6206,0.5625,0.6237,0.5682,847.3290,17.0000,114.7707,8752.9412
1,46,2008,206.0675,426.9900,282.7150,586.7200,3690.0680,49.7615,169.5120,49.6011,168.3617,3307.3766,1.6000,5.1500,8.1800,54.2600,4390.9091,0.7300,1.2700,0.7300,1.2700,1652.3695,0.7200,0.3400,0.7200,0.3400,472.2222,16.4000,7.3250,269.9666,13.6350,5.1550,276.8284,0.7200,0.1400,1.6800,0.3100,184.5238,0.6725,0.3950,0.6633,0.3845,840.8629,13.5900,114.7707,8529.6542
1,46,2009,202.1500,426.9900,282.7150,586.7200,3500.2283,51.9775,165.4605,52.0216,164.4648,2985.2758,0.9800,3.5500,8.9900,63.3700,4390.9091,0.5000,0.8200,0.5000,0.8200,1640.0000,0.7100,0.4700,1.4700,0.9800,666.6667,16.4000,2.6000,71.7044,13.6350,5.1550,251.4699,0.7800,0.2000,2.3500,0.5100,217.0213,0.5568,0.2130,0.5521,0.2131,448.6894,10.8800,101.7610,9353.0331
1,46,2010,206.0675,426.9900,282.7150,586.7200,3185.1996,52.0025,165.4476,52.0167,164.4998,3000.9234,0.4700,1.4000,7.9300,56.1000,4390.9091,0.3200,0.5300,0.3200,0.5300,1652.3695,0.6900,0.3500,0.7400,0.3800,513.5135,16.4000,5.0700,222.2709,13.6350,4.0100,119.2033,0.7400,0.1200,1.5800,0.3200,202.5316,0.6209,0.5108,0.6236,0.5136,937.0974,13.0500,108.6470,8325.4406
1,46,2011,197.4500,426.9900,282.7150,586.7200,3491.1448,48.7847,169.2892,48.6568,168.4408,3292.2840,0.4700,1.7300,8.5400,55.7400,4390.9091,0.0900,0.1400,0.0900,0.1400,1555.5556,0.3000,0.1600,0.3200,0.1700,531.2500,16.4000,4.3400,139.1918,13.6350,5.1550,395.4112,0.1100,0.0300,0.8000,0.1700,212.5000,0.6668,0.2758,0.6635,0.2757,480.2227,12.6200,106.9560,8475.1189
1,46,2012,206.0675,356.0000,282.7150,586.7200,2748.1297,46.0423,159.6552,45.6715,158.4251,3261.7344,1.0000,2.0000,10.0000,73.0000,4390.9091,3.0550,2.3485,3.0732,2.3218,1100.4101,2.3574,1.2968,2.4535,1.3875,509.3842,16.4000,7.3250,363.6364,13.6350,5.1550,428.5714,0.5434,0.1222,1.0000,0.2107,201.0054,0.9376,0.7448,0.9322,0.7481,897.4200,14.0000,111.1000,7935.7143
1,46,2013,206.0675,426.9900,282.7150,586.7200,2994.2424,50.3897,169.5678,50.3328,168.2589,3275.3030,0.5100,1.6300,11.2000,86.2000,4390.9091,0.1300,0.2600,0.1300,0.2600,1652.3695,0.4700,0.4500,0.5200,0.5000,961.5385,16.4000,3.6300,176.2992,13.6350,5.1300,236.8421,0.2100,0.1000,1.0900,0.2800,256.8807,0.8625,0.7460,0.8561,0.7487,1037.7716,13.8600,114.7707,8407.9365
1,46,2014,206.0675,426.9900,282.7150,586.7200,3966.3808,40.3031,91.1548,40.6094,90.5798,2068.7311,0.7600,2.5000,12.9100,86.2000,4390.9091,0.1000,0.1900,0.1000,0.1900,1652.3695,2.1600,1.8100,2.2200,1.8500,833.3333,16.4000,7.3250,488.3941,13.6350,5.1550,373.8766,0.4400,0.1200,3.4500,0.6900,200.0000,0.5555,0.2131,0.5522,0.2161,464.2428,12.4100,105.6420,8512.6511
1,46,2015,206.0675,426.9900,282.7150,586.7200,3786.7921,46.0365,165.5512,45.7726,164.2575,3457.4469,0.7200,2.7400,11.1200,86.2000,4390.9091,0.2200,0.4100,0.2200,0.4100,1652.3695,2.8700,1.2000,2.9800,1.2400,416.1074,16.4000,7.3250,563.2997,13.6350,5.1550,334.5531,0.2500,0.0500,2.6300,0.7700,292.7757,0.4361,0.2166,0.4361,0.2135,743.1412,11.6500,103.7710,8907.3820
1,47,1997,206.0675,426.9900,282.7150,586.7200,2968.4664,41.1757,138.3382,41.4316,139.6525,2788.1291,0.8000,1.4000,9.7000,35.0000,3608.2474,3.8183,2.7972,3.7754,2.7921,656.8295,0.5000,0.1000,0.5000,0.1000,200.0000,5.8000,1.4000,241.3793,2.7000,1.1000,407.4074,1.5000,0.5000,1.5000,0.5000,333.3333,1.2761,0.9244,1.2900,0.9116,620.4641,17.2650,114.7707,7813.7681
