STCODE,DIST,YEAR,RICE Kharif area,RICE Kharif production,RICE Total Area,RICE Total Production,RICE Total Yield,WHT Rabi area,WHT Rabi production,WHT Total Area,WHT Total Production,WHT Total Yield,MAIZ Kharif area,MAIZ Kharif production,MAIZ Total Area,MAIZ Total Production,MAIZ Total Yield,CPEA Rabi area,CPEA Rabi production,CPEA Total Area,CPEA Total Production,CPEA Total Yield,PPEA Kharif area,PPEA Kharif production,PPEA Total Area,PPEA Total Production,PPEA Total Yield,BLCK Total Area,BLCK Total Production,BLCK Total Yield,GREN Total Area,GREN Total Production,GREN Total Yield,SESA Kharif area,SESA Kharif production,SESA Total Area,SESA Total Production,SESA Total Yield,RM Rabi area,RM Rabi production,RM Total Area,RM Total Production,RM Total Yield,SCAN Total Area,SGUR Total Production,SCAN Total Yield
3,138,1999,0.5000,1.0000,0.5000,1.0000,2000.0000,19.0000,38.7000,19.0000,38.7000,2036.8421,9.7540,13.3684,9.9743,13.4611,1378.4857,7.4000,6.7000,7.4000,6.7000,905.4054,0.4000,0.3000,0.4000,0.3000,750.0000,0.9599,0.2713,305.5032,4.2000,0.6000,142.8571,5.8000,1.5400,7.2600,2.1600,291.7167,0.8000,0.7000,0.8000,0.7000,875.0000,0.6000,4.2000,7000.0000
3,138,2000,0.7000,0.4000,0.7000,0.4000,571.4286,12.9000,29.8000,12.9000,29.8000,2310.0775,8.9714,13.1065,9.0224,13.6898,1454.7125,0.8000,0.3000,0.8000,0.3000,375.0000,0.1000,0.1000,0.1000,0.1000,1000.0000,0.6373,0.3817,612.1369,3.0000,1.4000,466.6667,5.8000,1.5400,7.2600,2.1600,267.5159,0.2000,0.3000,0.2000,0.3000,1500.0000,0.4000,2.9000,7250.0000
3,138,2001,0.8000,1.2000,0.8000,1.2000,1500.0000,11.9000,26.9000,11.9000,26.9000,2260.5042,8.8929,13.7395,8.9669,13.7310,1587.9789,1.6000,0.8000,1.6000,0.8000,500.0000,0.1000,0.1000,0.1000,0.1000,1000.0000,0.2000,0.1000,500.0000,3.1000,2.4000,774.1935,5.8000,1.5400,7.2600,2.1600,568.2927,0.1000,0.1000,0.1000,0.1000,1000.0000,0.1000,0.5000,5000.0000
3,138,2002,0.6000,0.6000,0.6000,0.6000,1000.0000,15.3000,28.3000,15.3000,28.3000,1849.6732,8.7478,12.8861,8.9708,13.6868,1453.4007,9.8000,2.6000,9.8000,2.6000,265.3061,2.7409,1.9716,2.7250,1.9740,701.6457,0.3000,0.1000,333.3333,3.6000,1.1000,305.5556,5.8000,1.5400,7.2600,2.1600,210.4664,0.2000,0.2000,0.2000,0.2000,1000.0000,0.4000,2.6000,6500.0000
3,138,2003,0.2000,0.3000,0.2000,0.3000,1500.0000,26.1000,67.3000,26.1000,67.3000,2578.5441,10.6029,23.2141,10.8429,23.0266,2139.7755,10.2000,9.0000,10.2000,9.0000,882.3529,2.0699,2.2566,2.1706,2.2917,1059.4621,0.2000,0.1000,500.0000,6.0000,3.5000,583.3333,5.8000,1.5400,7.2600,2.1600,657.5944,0.4000,0.6000,0.4000,0.6000,1500.0000,0.6644,4.3791,7406.7315
3,138,2004,42.1705,112.5602,45.1226,125.6586,2680.2031,25.5000,52.4000,25.5000,52.4000,2054.9020,0.2000,0.2000,0.2000,0.2000,1000.0000,11.5000,8.4000,11.5000,8.4000,730.4348,2.1119,2.2739,2.0872,2.2549,1051.0469,0.1000,0.1000,1000.0000,4.7000,1.9000,404.2553,5.8000,1.5400,7.2600,2.1600,347.7833,0.4000,0.6000,0.4000,0.6000,1500.0000,0.5000,3.5000,7000.0000
3,138,2005,0.5000,1.1000,0.5000,1.1000,2200.0000,35.3000,77.5000,35.3000,77.5000,2195.4674,8.3815,11.0994,8.7026,10.9210,1397.7560,9.1000,7.0000,9.1000,7.0000,769.2308,0.1000,0.1000,0.1000,0.1000,1000.0000,0.1000,0.1000,1000.0000,5.2000,3.1000,596.1538,5.8000,1.5400,7.2600,2.1600,316.9291,0.2000,0.3000,0.2000,0.3000,1500.0000,0.1000,0.5000,5000.0000
3,138,2006,0.5000,0.9000,0.5000,0.9000,1800.0000,32.4000,73.1000,32.4000,73.1000,2256.1728,8.8480,15.0878,9.2388,16.1597,1742.0599,11.9000,16.3000,11.9000,16.3000,1369.7479,0.1000,0.1000,0.1000,0.1000,1000.0000,0.1000,0.1000,1000.0000,5.0000,1.7000,340.0000,5.8000,1.5400,7.2600,2.1600,390.3262,1.4000,1.7000,1.4000,1.7000,1214.2857,0.3000,2.1000,7000.0000
3,138,2007,0.8000,1.5000,0.8000,1.5000,1875.0000,41.0000,119.3000,41.0000,119.3000,2909.7561,9.0144,16.8037,9.5938,18.5647,1874.2620,9.8000,7.6000,9.8000,7.6000,775.5102,2.0955,1.7171,2.0897,1.7123,887.7865,0.2000,0.2000,1000.0000,7.1000,4.2000,591.5493,5.8000,1.5400,7.2600,2.1600,546.4853,1.0000,1.7000,1.0000,1.7000,1700.0000,0.3000,2.2000,7333.3333
3,138,2008,0.9000,1.0000,0.9000,1.0000,1111.1111,36.5000,86.7000,36.5000,86.7000,2375.3425,7.7589,10.7206,7.9045,11.0379,1465.5463,9.3000,8.9000,9.3000,8.9000,956.9892,2.1014,2.2733,2.0871,2.2512,1076.0654,0.1000,0.1000,1000.0000,4.9000,2.0000,408.1633,5.8000,1.5400,7.2600,2.1600,305.4830,1.1000,1.3000,1.1000,1.3000,1181.8182,0.1000,0.6000,6000.0000
3,138,2009,0.6000,0.6000,0.6000,0.6000,1000.0000,28.6000,70.1000,28.6000,70.1000,2451.0490,7.9014,11.0838,7.9663,10.8267,1446.4081,7.2000,3.0000,7.2000,3.0000,416.6667,2.3645,2.2686,2.3377,2.2572,1023.2022,0.1000,0.1000,1000.0000,1.5000,0.7000,466.6667,5.8000,1.5400,7.2600,2.1600,334.4316,0.7000,1.1000,0.7000,1.1000,1571.4286,0.1000,0.7000,7000.0000
3,138,2010,43.8463,111.3008,44.8906,119.5731,2582.8535,66.1000,206.7000,66.1000,206.7000,3127.0802,10.8135,19.9307,10.8024,21.8270,1810.3083,21.6000,26.3000,21.6000,26.3000,1217.5926,0.3000,0.3000,0.3000,0.3000,1000.0000,0.4000,0.3000,750.0000,6.1000,2.6000,426.2295,5.8000,1.5400,7.2600,2.1600,414.2582,1.2000,1.9000,1.2000,1.9000,1583.3333,0.1000,0.7000,7000.0000
3,138,2011,0.5000,1.2000,0.5000,1.2000,2400.0000,66.9000,207.1000,66.9000,207.1000,3095.6652,10.0295,23.3067,10.8439,24.5356,2297.2664,21.6000,31.4000,21.6000,31.4000,1453.7037,0.1000,0.1000,0.1000,0.1000,1000.0000,0.4000,0.3000,750.0000,5.3000,3.5000,660.3774,5.8000,1.5400,7.2600,2.1600,639.0244,1.2000,1.8000,1.2000,1.8000,1500.0000,0.1000,0.6000,6000.0000
3,138,2012,0.2000,0.4000,0.2000,0.4000,2000.0000,33.6000,94.1000,33.6000,94.1000,2800.5952,9.5598,13.3980,9.5783,14.4377,1491.4131,12.3000,9.1000,12.3000,9.1000,739.8374,2.3033,2.2599,2.2722,2.2561,1007.1847,0.8222,0.4050,452.8795,1.4000,0.4000,285.7143,5.8000,1.5400,7.2600,2.1600,969.3801,0.3000,0.5000,0.3000,0.5000,1666.6667,0.3525,2.2886,6540.2872
3,138,2013,0.2300,0.3600,0.2300,0.3600,1565.2174,36.3400,110.5700,36.3400,110.5700,3042.6527,0.0556,0.1645,0.0600,0.1100,1833.3333,26.8400,32.9400,26.8400,32.9400,1227.2727,0.0100,0.0000,0.0100,0.0000,0.0000,0.4900,0.3000,612.2449,3.4500,2.2000,637.6812,5.8000,1.5400,7.2600,2.1600,505.8978,3.3300,5.8700,3.3300,5.8700,1762.7628,0.0600,0.3850,6416.6667
3,138,2014,43.6641,105.8259,47.6912,120.5792,2513.4012,37.0900,101.5600,37.0900,101.5600,2738.2044,0.0200,0.0200,0.7800,1.4900,1910.2564,14.2300,14.1800,14.2300,14.1800,996.4863,0.0200,0.0200,0.0200,0.0200,1000.0000,0.1900,0.1300,684.2105,3.3400,1.9000,568.8623,5.8000,1.5400,7.2600,2.1600,525.1657,1.7200,3.1200,1.7200,3.1200,1813.9535,0.4322,3.7013,8415.0262
3,138,2015,0.6600,1.6600,0.6600,1.6600,2515.1515,30.3800,93.5300,30.3800,93.5300,3078.6702,10.5412,21.9115,10.9248,22.9434,1985.6404,11.0200,9.8700,11.0200,9.8700,895.6443,0.0100,0.0100,0.0100,0.0100,1000.0000,0.1600,0.1000,625.0000,1.8300,1.1900,650.2732,5.8000,1.5400,7.2600,2.1600,313.0963,1.0300,1.4900,1.0300,1.4900,1446.6019,0.3213,2.2299,7110.3840
3,518,1997,7.4138,22.8017,7.2000,19.4000,2694.4444,8.8000,25.7000,8.8000,25.7000,2920.4545,0.2539,0.3494,0.3000,0.4000,1333.3333,4.7854,3.5291,4.7214,3.5415,860.0171,0.2000,0.2000,0.2000,0.2000,1000.0000,0.6014,0.4324,683.5932,0.6000,0.4000,666.6667,0.1889,0.0925,0.2000,0.1000,500.0000,5.7000,5.7000,5.7000,5.7000,1000.0000,0.2320,0.3128,2467.9132
3,518,1998,5.9000,15.6000,5.9000,15.6000,2644.0678,7.1000,22.5000,7.1000,22.5000,3169.0141,0.2000,0.3000,0.2000,0.3000,1500.0000,3.9757,2.8037,3.9617,2.8065,821.3569,0.2000,0.2000,0.2000,0.2000,1000.0000,0.5701,0.3690,640.3837,0.4000,0.3000,750.0000,0.1000,0.1000,0.1000,0.1000,969.3801,4.4000,6.2000,4.4000,6.2000,1409.0909,0.3712,2.6386,7208.5456
3,518,1999,7.9000,24.0000,7.9000,24.0000,3037.9747,7.3000,28.8000,7.3000,28.8000,3945.2055,0.1000,0.1000,0.1000,0.1000,1000.0000,4.6539,3.2594,4.6932,3.1784,805.6824,0.5000,0.4000,0.5000,0.4000,800.0000,0.7581,0.3078,417.2856,0.1000,0.0000,0.0000,0.4000,0.1000,0.4000,0.1000,250.0000,4.0000,3.8000,4.0000,3.8000,950.0000,0.3012,1.5954,5533.4952
3,518,2000,7.6000,17.1000,7.6000,17.1000,2250.0000,7.0000,22.7000,7.0000,22.7000,3242.8571,0.2000,0.1000,0.2000,0.1000,500.0000,4.7819,3.2287,4.7233,3.2879,803.3991,0.4000,0.1000,0.4000,0.1000,250.0000,0.6524,0.2685,397.4802,0.7000,0.2000,285.7143,1.7000,0.5000,1.7000,0.5000,294.1176,1.4000,1.7000,1.4000,1.7000,1214.2857,0.6009,4.9181,7718.1687
3,518,2001,7.0000,17.5000,7.0000,17.5000,2500.0000,7.7000,26.1000,7.7000,26.1000,3389.6104,0.1000,0.2000,0.1000,0.2000,2000.0000,3.9762,2.8040,3.9631,2.8062,750.1535,0.5000,0.3000,0.5000,0.3000,600.0000,0.3000,0.2000,666.6667,1.2000,0.5000,416.6667,0.7000,0.4000,0.7000,0.4000,571.4286,1.3000,1.6000,1.3000,1.6000,1230.7692,0.3391,2.2305,6514.2801
3,518,2002,4.6000,9.9000,4.6000,9.9000,2152.1739,6.5000,17.2000,6.5000,17.2000,2646.1538,0.2000,0.4000,0.2000,0.4000,2000.0000,4.6577,3.5263,4.6983,3.5415,852.6324,0.4000,0.3000,0.4000,0.3000,750.0000,0.2000,0.1000,500.0000,0.7000,0.2000,285.7143,0.4000,0.2000,0.4000,0.2000,500.0000,1.5000,1.7000,1.5000,1.7000,1133.3333,0.1116,0.6062,5469.8434
3,518,2003,13.1000,35.2000,13.1000,35.2000,2687.0229,22.9000,69.5000,22.9000,69.5000,3034.9345,0.7000,1.2000,0.7000,1.2000,1714.2857,0.2000,0.1000,0.2000,0.1000,500.0000,0.9000,0.8000,0.9000,0.8000,888.8889,1.3000,0.9000,692.3077,5.4000,4.0000,740.7407,4.0000,1.5400,4.0000,2.1600,600.0000,6.2000,8.4000,6.2000,8.4000,1354.8387,1.0903,8.7515,7304.2161
3,518,2004,13.2000,29.1000,13.2000,29.1000,2204.5455,26.5000,78.9000,26.5000,78.9000,2977.3585,10.1032,18.1666,10.2140,16.7646,1778.1646,0.2000,0.1000,0.2000,0.1000,500.0000,1.2000,1.1000,1.2000,1.1000,916.6667,0.5000,0.3000,600.0000,4.0000,4.1000,1025.0000,3.1000,1.1000,3.1000,1.1000,354.8387,8.2000,12.8000,8.2000,12.8000,1560.9756,1.4897,8.1068,5368.9062
3,518,2005,10.0000,27.2000,10.3000,28.1000,2728.1553,25.2000,77.6000,25.2000,77.6000,3079.3651,8.8132,15.8796,9.2330,16.4264,1695.5122,0.1000,0.1000,0.1000,0.1000,1000.0000,1.1000,1.0000,1.1000,1.0000,909.0909,0.5000,0.4000,800.0000,3.6000,2.4000,666.6667,3.2000,1.1000,3.2000,1.1000,343.7500,6.6000,10.3000,6.6000,10.3000,1560.6061,1.0262,7.1213,6932.8137
3,518,2006,11.3000,25.6000,14.3000,34.2000,2391.6084,27.5000,80.9000,27.5000,80.9000,2941.8182,1.0000,0.3000,1.0000,0.3000,300.0000,0.1000,0.1000,0.1000,0.1000,1000.0000,1.0000,0.9000,1.0000,0.9000,900.0000,0.4000,0.2000,500.0000,3.6000,1.7000,472.2222,3.4000,0.9000,3.4000,0.9000,264.7059,5.1000,7.6000,5.1000,7.6000,1490.1961,0.9560,6.3181,6318.9974
3,518,2007,12.8000,32.0000,15.8000,41.2000,2607.5949,43.8000,141.7000,43.8000,141.7000,3235.1598,0.4000,0.5000,0.4000,0.5000,1250.0000,0.2000,0.2000,0.2000,0.2000,1000.0000,0.6000,0.7000,0.6000,0.7000,1166.6667,0.6000,0.4000,666.6667,2.9000,1.8000,620.6897,1.9000,0.6000,1.9000,0.6000,315.7895,7.2000,11.9000,7.2000,11.9000,1652.7778,1.0554,7.1444,6621.0697
3,518,2008,12.8000,26.9000,12.8000,26.9000,2101.5625,32.8000,83.2000,32.8000,83.2000,2536.5854,0.6000,0.9000,0.6000,0.9000,1500.0000,0.2000,0.2000,0.2000,0.2000,1000.0000,0.3000,0.3000,0.3000,0.3000,1000.0000,0.6000,0.4000,666.6667,3.8000,2.0000,526.3158,2.5000,0.8000,2.5000,0.8000,320.0000,10.3000,14.6000,10.3000,14.6000,1417.4757,1.3995,7.7483,5243.4057
3,518,2009,10.6000,22.2000,10.6000,22.2000,2094.3396,29.1000,86.9000,29.1000,86.9000,2986.2543,0.4000,0.4000,0.4000,0.4000,1000.0000,4.6556,3.5529,4.6980,3.5537,958.4205,0.4000,0.3000,0.4000,0.3000,750.0000,0.5000,0.3000,600.0000,3.2000,1.5000,468.7500,1.8000,0.6000,1.8000,0.6000,333.3333,4.9000,7.2000,4.9000,7.2000,1469.3878,1.0050,6.1533,5901.1580
3,518,2010,16.0000,36.9000,16.0000,36.9000,2306.2500,35.9000,117.2000,35.9000,117.2000,3264.6240,0.3000,0.6000,0.8000,1.4000,1750.0000,0.1000,0.1000,0.1000,0.1000,1000.0000,0.5000,0.5000,0.5000,0.5000,1000.0000,0.6000,0.4000,666.6667,4.2000,2.6000,619.0476,1.6000,0.6000,1.6000,0.6000,375.0000,5.0000,8.2000,5.0000,8.2000,1640.0000,0.9189,7.0999,7555.6110
3,518,2011,8.8000,20.1000,8.8000,20.1000,2284.0909,35.1000,116.2000,35.1000,116.2000,3310.5413,0.5000,0.6000,0.5000,0.6000,1200.0000,4.6548,3.5324,4.6985,3.5452,1067.2946,0.4000,0.5000,0.4000,0.5000,1250.0000,0.5000,0.4000,800.0000,2.5000,1.7000,680.0000,1.5000,0.6000,1.5000,0.6000,400.0000,4.1000,6.2000,4.1000,6.2000,1512.1951,0.9315,6.5797,6900.7764
3,518,2012,3.5000,8.1000,3.5000,8.1000,2314.2857,30.3000,98.4000,30.3000,98.4000,3247.5248,0.3000,0.5000,0.3000,0.5000,1666.6667,4.7848,3.4971,4.7180,3.5454,1033.4543,0.3000,0.3000,0.3000,0.3000,1000.0000,0.3000,0.1000,333.3333,1.8000,1.4000,777.7778,0.6000,0.2000,0.6000,0.2000,333.3333,3.8000,6.1000,3.8000,6.1000,1605.2632,0.2195,1.2431,5703.7336
3,518,2013,9.9700,23.5000,9.9700,23.5100,2358.0742,36.0500,124.2600,36.0500,124.2600,3446.8793,0.0300,0.0300,0.0400,0.0600,1500.0000,4.1996,3.0646,4.1830,3.0717,944.6133,0.3300,0.2800,0.3300,0.2800,848.4848,0.3800,0.2300,605.2632,1.8400,1.3700,744.5652,0.9200,0.2100,0.9300,0.2100,225.8065,1.9800,2.8400,1.9800,2.8400,1434.3434,1.0266,7.1043,6651.9475
3,518,2014,8.4100,19.1600,8.4200,19.1800,2277.9097,30.9200,108.1000,30.9200,108.1000,3496.1190,0.0373,0.1433,0.0100,0.0200,2000.0000,4.1993,2.9842,4.1902,2.9824,969.6911,0.2900,0.3200,0.2900,0.3200,1103.4483,0.3600,0.2600,722.2222,1.9300,1.5700,813.4715,0.4300,0.1700,0.4300,0.1700,395.3488,1.4800,2.1000,1.4800,2.1000,1418.9189,0.6148,6.1458,9144.0663
3,518,2015,10.8400,22.2600,10.8400,22.2600,2053.5055,31.0000,101.9500,31.0000,101.9500,3288.7097,0.0205,0.1014,0.0300,0.0500,1666.6667,3.9751,3.0872,3.9726,3.0678,1073.6586,0.2700,0.3300,0.2700,0.3300,1222.2222,0.1900,0.1100,578.9474,2.1500,1.5900,739.5349,0.3500,0.1300,0.3900,0.1600,410.2564,1.1400,1.9100,1.1400,1.9100,1675.4386,0.9654,6.6321,6651.1273
3,1001,2003,71.9000,142.7000,73.1000,146.9000,2009.5759,42.2000,89.8000,42.2000,89.8000,2127.9621,10.7041,21.6415,10.6918,21.4073,1962.0220,4.1000,1.9000,4.1000,1.9000,463.4146,1.1000,0.9000,1.1000,0.9000,818.1818,0.6081,0.3959,641.6402,0.3000,0.2000,666.6667,1.3000,0.8000,1.3000,0.8000,615.3846,2.6000,3.8000,2.6000,3.8000,1461.5385,1.2459,5.1267,4180.3581
3,1001,2004,80.4000,175.1000,80.9000,176.5000,2181.7058,48.6000,91.6000,48.6000,91.6000,1884.7737,8.4710,13.3541,9.1811,14.0398,1509.5621,2.5000,1.7000,2.5000,1.7000,680.0000,1.4000,1.3000,1.4000,1.3000,928.5714,0.1000,0.1015,997.4958,0.3000,0.1000,333.3333,1.4000,0.4000,1.4000,0.4000,285.7143,3.4000,4.7000,3.4000,4.7000,1382.3529,0.9452,4.1574,4709.6065
3,1001,2005,82.3000,178.5000,91.4000,205.6000,2249.4530,56.0000,121.6000,56.0000,121.6000,2171.4286,10.6655,21.5950,10.7182,21.4274,1969.7684,2.3000,1.5000,2.3000,1.5000,652.1739,1.1000,1.1000,1.1000,1.1000,1000.0000,0.5955,0.4117,667.3140,0.2000,0.1000,500.0000,1.2000,0.4000,1.2000,0.4000,333.3333,3.0000,4.7000,3.0000,4.7000,1566.6667,1.1706,5.0104,4466.4871
3,1001,2006,72.4000,125.2000,78.5000,141.7000,1805.0955,56.8000,89.4000,56.8000,89.4000,1573.9437,10.9612,17.8249,10.8557,18.1388,1648.3193,2.7000,1.7000,2.7000,1.7000,629.6296,0.9000,0.7000,0.9000,0.7000,777.7778,0.7437,0.5231,688.8193,0.3000,0.1000,333.3333,1.0000,0.2000,1.0000,0.2000,200.0000,2.8000,3.4000,2.8000,3.4000,1214.2857,1.0126,4.5552,4828.6655
3,1001,2007,86.1000,200.3000,91.1000,215.6000,2366.6301,54.5000,132.3000,54.5000,132.3000,2427.5229,0.1000,0.1000,0.1000,0.1000,1000.0000,3.1000,1.6000,3.1000,1.6000,516.1290,1.0000,1.1000,1.0000,1.1000,1100.0000,0.1000,0.1000,1000.0000,0.4000,0.2000,500.0000,1.1000,0.4000,1.1000,0.4000,363.6364,2.4000,3.9000,2.4000,3.9000,1625.0000,0.9487,6.4868,6683.1792
3,1001,2008,88.2000,174.4000,90.4000,180.0000,1991.1504,53.7000,122.0000,53.7000,122.0000,2271.8808,0.8000,1.2000,0.8000,1.2000,1500.0000,3.6000,1.9000,3.6000,1.9000,527.7778,1.1000,1.0000,1.1000,1.0000,909.0909,0.1000,0.1000,1000.0000,0.6000,0.3000,500.0000,1.0000,0.3000,1.0000,0.3000,300.0000,3.3000,3.7000,3.3000,3.7000,1121.2121,0.8101,4.5092,5893.4442
3,1001,2009,75.2000,192.7000,76.2000,195.7000,2568.2415,48.3000,107.0000,48.3000,107.0000,2215.3209,0.5000,0.4000,0.5000,0.4000,800.0000,4.1000,2.7000,4.1000,2.7000,658.5366,0.9000,0.8000,0.9000,0.8000,888.8889,0.1000,0.1000,1000.0000,0.6000,0.2000,333.3333,1.0000,0.3000,1.0000,0.3000,300.0000,2.3000,3.7000,2.3000,3.7000,1608.6957,0.6709,4.2368,6547.6272
3,1001,2010,87.7000,185.2000,89.2000,189.3000,2122.1973,58.8000,156.1000,58.8000,156.1000,2654.7619,0.1000,0.1000,3.7000,7.2000,1945.9459,3.1000,2.0000,3.1000,2.0000,645.1613,0.9000,0.9000,0.9000,0.9000,1000.0000,0.2000,0.1000,500.0000,2.6000,1.3000,500.0000,1.0000,0.4000,1.0000,0.4000,400.0000,2.2000,3.4000,2.2000,3.4000,1545.4545,1.0539,5.5410,4771.0719
3,1001,2011,89.0000,198.5000,91.8000,204.8000,2230.9368,67.4000,172.4000,67.4000,172.4000,2557.8635,0.2000,0.3000,2.3000,5.4000,2347.8261,2.6000,1.7000,2.6000,1.7000,653.8462,0.8000,0.8000,0.8000,0.8000,1000.0000,2.0000,1.3000,650.0000,1.8000,0.9000,500.0000,0.9000,0.4000,0.9000,0.4000,444.4444,2.8000,4.4000,2.8000,4.4000,1571.4286,1.0739,6.3329,5457.3693
3,1001,2012,94.4000,238.9000,95.1000,241.1000,2535.2261,63.4000,178.9000,63.4000,178.9000,2821.7666,0.6000,0.9000,0.7000,1.0000,1428.5714,2.7000,1.9000,2.7000,1.9000,703.7037,1.3000,1.3000,1.3000,1.3000,1000.0000,0.3000,0.1000,333.3333,0.8000,0.4000,500.0000,1.1000,0.3000,1.1000,0.3000,272.7273,3.3000,5.5000,3.3000,5.5000,1666.6667,1.1239,7.2175,6024.1606
3,1001,2013,113.8500,295.9200,114.7700,298.8800,2604.1649,70.1600,182.5400,70.1600,182.5400,2601.7674,0.4100,0.5200,0.5100,0.7400,1450.9804,2.7900,2.0000,2.7900,2.0000,716.8459,0.4400,0.3800,0.4400,0.3800,863.6364,0.5717,0.3930,697.3978,0.3000,0.1600,533.3333,0.7700,0.4000,0.7800,0.4100,525.6410,1.8500,3.2700,1.8500,3.2700,1767.5676,0.8583,6.2788,6742.1909
3,1001,2014,110.2200,308.5800,110.7700,310.3200,2801.4805,65.1100,184.9700,65.1100,184.9700,2840.8847,0.1800,0.2200,0.2900,0.4500,1551.7241,2.5200,1.8500,2.5200,1.8500,734.1270,0.5600,0.6100,0.5600,0.6100,1089.2857,0.6522,0.4597,697.2057,0.6300,0.3200,507.9365,0.4200,0.2500,0.4300,0.2500,581.3953,1.3700,1.6800,1.3700,1.6800,1226.2774,0.8145,4.4974,5698.9231
3,1001,2015,108.4700,300.2300,108.8500,301.4300,2769.2237,59.5700,181.1900,59.5700,181.1900,3041.6317,0.3000,0.3900,0.3000,0.3900,1300.0000,1.7500,2.1100,1.7500,2.1100,1205.7143,0.3800,0.4700,0.3800,0.4700,1236.8421,0.5982,0.4331,712.3860,0.5800,0.3800,655.1724,0.2700,0.1000,0.2700,0.1100,407.4074,1.3700,1.9900,1.3700,1.9900,1452.5547,0.6725,2.9175,4673.5642
3,1002,2003,54.6000,75.2000,54.6000,75.2000,1377.2894,47.8000,96.6000,47.8000,96.6000,2020.9205,32.6500,59.0700,41.5150,86.2000,1814.8747,40.1537,33.5362,40.4875,33.3388,841.0138,13.5000,10.5250,13.5000,9.6700,1140.7407,13.3000,6.3000,473.6842,0.8000,0.4000,500.0000,1.0000,0.6000,1.0000,0.6000,600.0000,0.2000,0.3000,0.2000,0.3000,1500.0000,1.8661,10.2433,5690.4518
3,1002,2004,49.7000,39.3000,49.7000,39.3000,790.7445,55.6000,110.3000,55.6000,110.3000,1983.8130,32.6500,59.0700,41.5150,78.9000,636.2903,40.1537,33.5000,40.4875,33.3388,825.1232,15.5750,10.5250,14.2700,9.6700,1306.8182,16.4000,4.8000,292.6829,0.6000,0.2000,333.3333,1.0000,0.3000,1.0000,0.3000,300.0000,0.2000,0.3000,0.2000,0.3000,1500.0000,1.1123,5.4537,5036.1484
3,1002,2005,44.9000,35.8000,44.9000,35.8000,797.3274,34.3000,73.4000,34.3000,73.4000,2139.9417,32.6500,59.0700,41.5150,86.2000,1431.0662,33.8000,28.7000,33.8000,28.7000,849.1124,15.5750,10.5250,14.2700,9.6700,1265.5367,16.4000,7.3250,445.7831,0.8000,0.5000,625.0000,1.0000,0.4000,1.0000,0.4000,400.0000,0.3000,0.5000,0.3000,0.5000,1666.6667,0.9404,4.2453,5138.0196
3,1002,2006,45.7000,38.7000,45.7000,38.7000,846.8271,56.8000,115.7000,56.8000,115.7000,2036.9718,32.6500,13.5000,41.5150,13.5000,136.2260,40.1537,33.5362,40.4875,33.3388,821.8029,15.5750,10.5250,14.2700,9.6700,1092.5926,14.0000,2.1000,150.0000,0.9000,0.3000,333.3333,1.1000,0.2000,1.1000,0.2000,181.8182,0.3000,0.3000,0.3000,0.3000,1000.0000,1.9568,10.5816,5218.7437
3,1002,2007,39.3000,38.9000,39.3000,38.9000,989.8219,65.3000,146.5000,65.3000,146.5000,2243.4916,32.6500,59.0700,41.5150,86.2000,1080.3134,40.1537,33.5362,40.4875,33.3388,940.0353,15.4000,10.5250,14.2700,9.6700,1396.1039,7.8000,3.4000,435.8974,1.1000,0.6000,545.4545,1.3000,0.5000,1.3000,0.5000,384.6154,0.3000,0.4000,0.3000,0.4000,1333.3333,1.0367,5.5455,4949.1153
3,1002,2008,36.1000,24.8000,36.1000,24.8000,686.9806,24.9000,41.1000,24.9000,41.1000,1650.6024,32.6500,59.0700,41.5150,86.2000,1378.7086,38.7000,28.7000,38.7000,28.7000,741.6021,11.8000,10.5250,11.8000,9.6700,1135.5932,7.3000,4.3000,589.0411,1.3000,0.6000,461.5385,0.8000,0.3000,0.8000,0.3000,375.0000,0.2000,0.2000,0.2000,0.2000,1000.0000,1.5036,8.2809,5589.8021
3,1002,2009,29.7000,7.5000,29.7000,7.5000,252.5253,32.9000,60.8000,32.9000,60.8000,1848.0243,32.6500,59.0700,41.5150,86.2000,868.7553,40.1537,32.2000,40.4875,32.2000,726.8623,14.2000,10.5250,14.2000,9.6700,922.5352,7.3000,2.0000,273.9726,0.7000,0.3000,428.5714,0.3000,0.1000,0.3000,0.1000,333.3333,0.1000,0.3000,0.1000,0.3000,1976.9484,1.0575,5.6072,5244.6507
3,1002,2010,35.8000,32.0000,35.8000,32.0000,893.8547,33.3000,65.8000,33.3000,65.8000,1975.9760,32.6500,59.0700,41.5150,86.2000,1703.0995,40.1537,33.5362,40.4875,33.3388,820.7171,13.8000,10.5250,13.8000,9.6700,1224.6377,8.1000,4.8000,592.5926,2.1000,1.0000,476.1905,0.3000,0.1000,0.3000,0.1000,333.3333,0.1000,0.2000,0.1000,0.2000,1976.9484,1.1596,6.2415,5845.9988
3,1002,2011,36.2000,31.7000,36.2000,31.7000,875.6906,36.9000,87.8000,36.9000,87.8000,2379.4038,32.6500,59.0700,41.5150,86.2000,1342.4566,40.1537,33.5362,40.4875,33.3388,992.1722,13.3000,10.5250,13.3000,9.6700,1511.2782,11.1000,6.3000,567.5676,2.7000,1.0000,370.3704,0.1000,0.1000,0.1000,0.1000,969.3801,0.1000,0.1000,0.1000,0.1000,1000.0000,1.7865,9.3558,5142.0967
